project_id,id,title,doi,handle,url,published_date,thumb,defined_type,defined_type_name,group_id,url_private_api,url_public_api,url_private_html,url_public_html,timeline,resource_title,resource_doi,views,downloads,shares,license,categories,tags,funders,count_references,count_files
,14452587,Victorian Young People and Sexual Health 2018: Findings from the 6th National Survey of Australian Secondary Students and Sexual Health,10.26181/14452587.v1,,https://api.figshare.com/v2/articles/14452587,2022-01-18T23:47:48Z,https://s3-eu-west-1.amazonaws.com/ppreviews-latrobe-3848329482398942/33445931/thumb.png,18,report,29006,https://api.figshare.com/v2/account/articles/14452587,https://api.figshare.com/v2/articles/14452587,https://figshare.com/account/articles/14452587,https://opal.latrobe.edu.au/articles/report/Victorian_Young_People_and_Sexual_Health_2018_Findings_from_the_6th_National_Survey_of_Australian_Secondary_Students_and_Sexual_Health/14452587,"{'posted': '2022-01-18T23:47:48', 'firstOnline': '2022-01-18T23:47:48'}",,,889,214,0,In Copyright,"['Health Promotion', 'Public Health and Health Services not elsewhere classified']","['young people', 'adolescents', 'Victoria', 'Australia', 'HIV', 'STIs', 'HPV', 'LGBTQIA+', 'Aboriginal Torres Strait Islander', 'sexual health', 'relationships and sexuality education', 'sex education', 'hepatitis', 'sexual health knowledge', 'rural']","[{'id': 14452587, 'funder_name': None}]",0,1
,19701715,Understanding the health and social wellbeing needs of sex workers in Victoria (Digital version),10.26181/19701715.v2,,https://api.figshare.com/v2/articles/19701715,2022-05-16T00:42:12Z,https://s3-eu-west-1.amazonaws.com/ppreviews-latrobe-3848329482398942/35123614/thumb.png,18,report,29006,https://api.figshare.com/v2/account/articles/19701715,https://api.figshare.com/v2/articles/19701715,https://figshare.com/account/articles/19701715,https://opal.latrobe.edu.au/articles/report/Understanding_the_health_and_social_wellbeing_needs_of_sex_workers_in_Victoria_Digital_version_/19701715,"{'posted': '2022-05-16T00:42:12', 'firstOnline': '2022-05-04T06:04:00'}",Understanding the health and social wellbeing needs of sex workers in Victoria,10.26181/19580827,299,484,0,In Copyright,['Public Health and Health Services not elsewhere classified'],"['Health and social wellbeing', 'sex workers', 'sexual health', 'mental health', 'Victoria', 'Australia']","[{'id': 19701715, 'funder_name': None}]",0,1
,19105496,Unhealthy food and drink marketing in Aotearoa New Zealand: Evidence Snapshot 2022,10.17608/k6.auckland.19105496.v1,,https://api.figshare.com/v2/articles/19105496,2022-02-02T03:19:56Z,https://s3-eu-west-1.amazonaws.com/ppreviews-auckland-41534891/33948479/thumb.png,18,report,1449,https://api.figshare.com/v2/account/articles/19105496,https://api.figshare.com/v2/articles/19105496,https://figshare.com/account/articles/19105496,https://auckland.figshare.com/articles/report/Unhealthy_food_and_drink_marketing_in_Aotearoa_New_Zealand_Evidence_Snapshot_2022/19105496,"{'posted': '2022-02-02T03:19:56', 'firstOnline': '2022-02-02T03:19:56'}",Unhealthy food and drink marketing in Aotearoa New Zealand: Evidence Snapshot 2022,10.17608/k6.auckland.19105496,205,237,0,CC BY 4.0,"['Public Nutrition Intervention', 'Public Health and Health Services not elsewhere classified', 'Public Policy']","['Junk food -- Health aspects', 'Unhealthy Food Advertising', 'unhealthy food and beverages', 'marketing to children']",[],0,1
,16823335,Health Justice Unpacked at UIC,10.25417/uic.16823335.v1,,https://api.figshare.com/v2/articles/16823335,2021-10-28T21:34:03Z,https://s3-eu-west-1.amazonaws.com/ppreviews-uic-1063003817/31107652/thumb.png,18,report,24567,https://api.figshare.com/v2/account/articles/16823335,https://api.figshare.com/v2/articles/16823335,https://figshare.com/account/articles/16823335,https://indigo.uic.edu/articles/report/Health_Justice_Unpacked_at_UIC/16823335,"{'posted': '2021-10-28T21:34:03', 'firstOnline': '2021-10-28T21:34:03'}",,,166,93,0,CC BY 4.0,"['Public Health and Health Services not elsewhere classified', 'Health Promotion', 'Health and Community Services', 'Environmental and Occupational Health and Safety']","['health justice', 'Social Determination of Health', 'environmental conditions', 'inequities and inequalities in health']",[],0,1
,13464497,Who are our patients? : a socio-demographic profile of head and neck cancer patients,,10018/917015,https://api.figshare.com/v2/articles/13464497,2017-12-06T00:00:00Z,,18,report,30566,https://api.figshare.com/v2/account/articles/13464497,https://api.figshare.com/v2/articles/13464497,https://figshare.com/account/articles/13464497,https://cqu.figshare.com/articles/report/Who_are_our_patients_a_socio-demographic_profile_of_head_and_neck_cancer_patients/13464497,"{'posted': '2017-12-06T00:00:00', 'publisherPublication': '2003-01-01T00:00:00', 'firstOnline': '2003-01-01T00:00:00'}",,,98,0,0,CQUniversity General 1.0,"['Aboriginal and Torres Strait Islander Health', 'Solid Tumours', 'Public Health and Health Services not elsewhere classified']","['Cancer', 'Leukaemia', 'Head and neck']","[{'id': 13464497, 'funder_name': None}]",0,0
,13323155,Smoking Interventions for People Who Use Illicit Drugs: A Systematic Scoping Review,10.26181/5fc858d502df7,,https://api.figshare.com/v2/articles/13323155,2020-12-03T06:15:50Z,,18,report,29006,https://api.figshare.com/v2/account/articles/13323155,https://api.figshare.com/v2/articles/13323155,https://figshare.com/account/articles/13323155,https://opal.latrobe.edu.au/articles/report/Smoking_Interventions_for_People_Who_Use_Illicit_Drugs_A_Systematic_Scoping_Review/13323155,"{'posted': '2020-12-03T06:15:50', 'firstOnline': '2020-12-03T03:18:54'}",,,436,0,0,In Copyright,['Public Health and Health Services not elsewhere classified'],"['smoking cessation', 'tobacco cessation', 'tobacco interventions', 'smoking cessation interventions', 'illicit drug users', 'pharmacotherapy', 'counselling']",[],0,0
,13611491,Writing Themselves In 4: The health and wellbeing of LGBTQA+ young people in Australia. Victoria summary report.,10.26181/60077a9e4653b,,https://api.figshare.com/v2/articles/13611491,2021-03-09T23:06:04Z,https://ndownloader.figshare.com/files/26568665/preview/26568665/thumb.png,18,report,21314,https://api.figshare.com/v2/account/articles/13611491,https://api.figshare.com/v2/articles/13611491,https://figshare.com/account/articles/13611491,https://opal.latrobe.edu.au/articles/report/Writing_Themselves_In_4_The_health_and_wellbeing_of_LGBTQA_young_people_in_Australia_Victoria_summary_report_/13611491,"{'posted': '2021-03-09T23:06:04', 'firstOnline': '2021-03-09T23:06:04'}",,,295,158,0,In Copyright,['Public Health and Health Services not elsewhere classified'],"['LGBT', 'LGBTQA', 'Lesbian', 'Gay', 'Bisexual', 'Trans', 'Transgender', 'Gender Diverse', 'Asexual', 'Pansexual', 'Queer', 'Homophobia', 'Transphobia', 'ARCSHS', 'Public Health', 'Activism', 'Community', 'Young People', 'School', 'Education', 'TAFE', 'University', 'Workplace', 'Bullying', 'Harrasment', 'Homeslessnes', 'Youth', 'Victoria']",[],0,1
,12793466,Private Lives 3: The health and wellbeing of LGBTIQ people in Australia,10.26181/5f3380a0d048a,,https://api.figshare.com/v2/articles/12793466,2021-05-24T23:55:05Z,https://s3-eu-west-1.amazonaws.com/ppreviews-latrobe-3848329482398942/29080047/thumb.png,18,report,29006,https://api.figshare.com/v2/account/articles/12793466,https://api.figshare.com/v2/articles/12793466,https://figshare.com/account/articles/12793466,https://opal.latrobe.edu.au/articles/report/Private_Lives_3_The_health_and_wellbeing_of_LGBTIQ_people_in_Australia/12793466,"{'posted': '2021-05-24T23:55:05', 'firstOnline': '2021-05-24T23:55:05'}",,,171,373,0,In Copyright,['Public Health and Health Services not elsewhere classified'],"['LGBTIQ', 'Health', 'Wellbeing', 'Lesbian', 'Gay', 'Bisexual', 'Transgender', 'Intersex', 'Queer']","[{'id': 12793466, 'funder_name': None}]",0,1
,20076263,Review of Rockhampton Integrated Service Response,10.25946/20076263.v1,,https://api.figshare.com/v2/articles/20076263,2022-06-15T22:23:43Z,https://s3-eu-west-1.amazonaws.com/ppreviews-cqu-0121624439/35911385/thumb.png,18,report,30566,https://api.figshare.com/v2/account/articles/20076263,https://api.figshare.com/v2/articles/20076263,https://figshare.com/account/articles/20076263,https://acquire.cqu.edu.au/articles/report/Review_of_Rockhampton_Integrated_Service_Response/20076263,"{'posted': '2022-06-15T22:23:43', 'publisherPublication': '2020-02-03T00:00:00', 'firstOnline': '2022-06-15T22:23:43'}",,,26,10,0,CQUniversity General 1.0,['Public Health and Health Services not elsewhere classified'],"['Domestic violence', 'Family violence', 'Women', 'Children', 'Relationships Australia']","[{'id': 20076263, 'funder_name': None}]",0,1
,12502283,Benchmarking Food Environments 2020,10.17608/k6.auckland.12502283.v3,,https://api.figshare.com/v2/articles/12502283,2020-06-18T23:15:04Z,https://s3-eu-west-1.amazonaws.com/ppreviews-auckland-41534891/23213789/thumb.png,18,report,1449,https://api.figshare.com/v2/account/articles/12502283,https://api.figshare.com/v2/articles/12502283,https://figshare.com/account/articles/12502283,https://auckland.figshare.com/articles/report/Benchmarking_Food_Environments/12502283,"{'posted': '2020-06-18T23:15:04', 'firstOnline': '2020-06-18T03:37:14'}",,,662,768,0,CC BY-NC-SA 4.0,['Public Health and Health Services not elsewhere classified'],"['Food-EPI', 'INFORMAS']",[],0,1
,12476171,Food-EPI 2020 Online Appendix 2: Evidence summaries presented to Expert Panel,10.17608/k6.auckland.12476171.v1,,https://api.figshare.com/v2/articles/12476171,2020-06-12T20:59:12Z,https://s3-eu-west-1.amazonaws.com/ppreviews-auckland-41534891/23108894/thumb.png,18,report,1449,https://api.figshare.com/v2/account/articles/12476171,https://api.figshare.com/v2/articles/12476171,https://figshare.com/account/articles/12476171,https://auckland.figshare.com/articles/report/Food-EPI_2020_Online_Appendix_2_Evidence_summaries_presented_to_Expert_Panel/12476171,"{'posted': '2020-06-12T20:59:12', 'firstOnline': '2020-06-12T20:59:12'}",,,340,124,0,CC BY 4.0,['Public Health and Health Services not elsewhere classified'],"['INFORMAS', 'FOOD-EPI']",[],0,1
,13082684,RAAF Pastoral Care and Hospitable Spaces: Designs that  nourish restoration and rehabilitation,10.26181/5fb1a2892b629,,https://api.figshare.com/v2/articles/13082684,2020-11-16T01:15:57Z,https://ndownloader.figshare.com/files/25498808/preview/25498808/thumb.png,18,report,29006,https://api.figshare.com/v2/account/articles/13082684,https://api.figshare.com/v2/articles/13082684,https://figshare.com/account/articles/13082684,https://opal.latrobe.edu.au/articles/report/RAAF_Pastoral_Care_and_Hospitable_Spaces_Designs_that_nourish_restoration_and_rehabilitation/13082684,"{'posted': '2020-11-16T01:15:57', 'firstOnline': '2020-11-15T21:49:59'}",,,874,458,0,In Copyright,"['Rehabilitation and Therapy (excl. Physiotherapy)', 'Public Health and Health Services not elsewhere classified']","['Royal Australian Air Force', 'Australian Army', 'Royal Australian Navy', 'Australian Defence Force', 'Military', 'Hospitable space', 'Rehabilitation', 'Therapy', 'Sacred spaces', 'Pastoral spaces']",[],0,1
,12504134,Benchmarking Food Environments 2020 Summary,10.17608/k6.auckland.12504134.v1,,https://api.figshare.com/v2/articles/12504134,2020-06-18T05:15:35Z,https://s3-eu-west-1.amazonaws.com/ppreviews-auckland-41534891/23204042/thumb.png,18,report,1449,https://api.figshare.com/v2/account/articles/12504134,https://api.figshare.com/v2/articles/12504134,https://figshare.com/account/articles/12504134,https://auckland.figshare.com/articles/report/Benchmarking_Food_Environments_2020_Summary/12504134,"{'posted': '2020-06-18T05:15:35', 'firstOnline': '2020-06-18T05:15:35'}",,,386,481,0,CC BY-NC-SA 4.0,['Public Health and Health Services not elsewhere classified'],"['Food-EPI', 'INFORMAS']",[],0,1
,19288376,ARCSHS Annual Report 2021,10.26181/19288376.v1,,https://api.figshare.com/v2/articles/19288376,2022-04-08T00:46:15Z,https://s3-eu-west-1.amazonaws.com/ppreviews-latrobe-3848329482398942/34719106/thumb.png,18,report,21314,https://api.figshare.com/v2/account/articles/19288376,https://api.figshare.com/v2/articles/19288376,https://figshare.com/account/articles/19288376,https://opal.latrobe.edu.au/articles/report/ARCSHS_Annual_Report_2021/19288376,"{'posted': '2022-04-08T00:46:15', 'firstOnline': '2022-04-08T00:46:15'}",,,100,881,0,In Copyright,"['Health Care', 'Health Promotion', 'Health and Community Services', 'Health Information Systems (incl. Surveillance)', 'Primary Health Care', 'Preventive Medicine', 'Public Health and Health Services not elsewhere classified', 'Counselling, Welfare and Community Services', 'Fertility', 'Gender Specific Studies', 'Health Policy', 'Criminal Law and Procedure', 'Disability Studies', 'Feminist Theory', 'Gender studies', 'Gender, Sexuality and Education', 'Human Rights Law', 'Human Rights and Justice Issues', 'Religion and Society']","['Annual Report', 'Australian Research Centre in Sex, Health and Society', 'La Trobe University']",[],0,1
,13277813,Military Personnel and COVID-19: An Exploratory Scoping Review,10.26181/5fbc73d41425c,,https://api.figshare.com/v2/articles/13277813,2020-12-04T01:29:35Z,https://ndownloader.figshare.com/files/25680875/preview/25680875/thumb.png,18,report,29006,https://api.figshare.com/v2/account/articles/13277813,https://api.figshare.com/v2/articles/13277813,https://figshare.com/account/articles/13277813,https://opal.latrobe.edu.au/articles/report/Military_Personnel_and_COVID-19_An_Exploratory_Scoping_Review/13277813,"{'posted': '2020-12-04T01:29:35', 'firstOnline': '2020-11-24T02:46:53'}",,,1065,497,0,In Copyright,"['Respiratory Diseases', 'Public Health and Health Services not elsewhere classified']","['Military', 'Defence Force', 'Army', 'Navy', 'Air Force', 'COVID-19']",[],0,1
25567,16968478,How healthy are Aotearoa New Zealand's food environments? Assessing the impact of recent food policies 2018-2021,10.17608/k6.auckland.16968478,,https://api.figshare.com/v2/articles/16968478,2021-11-10T03:13:57Z,https://s3-eu-west-1.amazonaws.com/ppreviews-auckland-41534891/31388746/thumb.png,18,report,1734,https://api.figshare.com/v2/account/articles/16968478,https://api.figshare.com/v2/articles/16968478,https://figshare.com/account/articles/16968478,https://auckland.figshare.com/articles/report/How_healthy_are_Aotearoa_New_Zealand_s_food_environments_Assessing_the_impact_of_recent_food_policies_2018-2021/16968478,"{'posted': '2021-11-10T03:13:57', 'firstOnline': '2021-11-10T03:13:57'}",How healthy are Aotearoa New Zealand's food environments? Assessing the impact of recent food policies 2018-2021,10.17608/k6.auckland.16968478,504,519,0,CC BY 4.0,"['Public Health and Health Services not elsewhere classified', 'Public Nutrition Intervention']","['food environments', 'marketing', 'policy', 'food composition', 'labelling', 'public health nutrition']","[{'id': 16968478, 'funder_name': None}, {'id': 16968478, 'funder_name': None}]",0,1
,20191112,Building young people’s sexual literacy in digital spaces,10.26181/20191112.v1,,https://api.figshare.com/v2/articles/20191112,2022-07-11T06:08:21Z,https://s3-eu-west-1.amazonaws.com/ppreviews-latrobe-3848329482398942/36224511/thumb.png,18,report,10395,https://api.figshare.com/v2/account/articles/20191112,https://api.figshare.com/v2/articles/20191112,https://figshare.com/account/articles/20191112,https://opal.latrobe.edu.au/articles/report/Building_young_people_s_sexual_literacy_in_digital_spaces/20191112,"{'posted': '2022-07-11T06:08:21', 'firstOnline': '2022-07-11T06:08:21'}",,,15,5,0,In Copyright,"['Education Policy', 'Gender Specific Studies', 'Family and Household Studies', 'Public Policy', 'Social Change', 'Social Policy', 'Diseases', 'Epidemiology', 'Health Care', 'Health Promotion', 'Primary Health Care', 'Public Health and Health Services not elsewhere classified', 'Venereology']","['sexual health', 'sexual literacy', 'sex education', 'sex ed', 'STIs', 'sexually transmitted infections', 'sexually transmitted diseases', 'youth sex ed', 'youth sexual health', 'consent', 'consent education', 'healthy sexuality', 'online sex education']",[],0,1
,12731144,La Trobe University Olga Tennison Autism Research Centre (OTARC) response to the Select Committee on Autism,10.26181/5f20f14745abe,,https://api.figshare.com/v2/articles/12731144,2021-08-30T03:02:23Z,https://s3-eu-west-1.amazonaws.com/ppreviews-latrobe-3848329482398942/30568098/thumb.png,18,report,29006,https://api.figshare.com/v2/account/articles/12731144,https://api.figshare.com/v2/articles/12731144,https://figshare.com/account/articles/12731144,https://opal.latrobe.edu.au/articles/report/La_Trobe_University_Olga_Tennison_Autism_Research_Centre_OTARC_response_to_the_Select_Committee_on_Autism/12731144,"{'posted': '2021-08-30T03:02:23', 'firstOnline': '2020-07-29T05:32:29'}",,,1262,343,0,In Copyright,"['Public Health and Health Services not elsewhere classified', 'Psychology not elsewhere classified']","['policy', 'autism', 'young adults', 'mental health', 'children', 'education', 'employment']","[{'id': 12731144, 'funder_name': None}]",0,1
,19701799,Understanding the health and social wellbeing needs of sex workers in Victoria (Print version),10.26181/19701799.v1,,https://api.figshare.com/v2/articles/19701799,2022-05-04T06:08:22Z,https://s3-eu-west-1.amazonaws.com/ppreviews-latrobe-3848329482398942/34992328/thumb.png,18,report,29006,https://api.figshare.com/v2/account/articles/19701799,https://api.figshare.com/v2/articles/19701799,https://figshare.com/account/articles/19701799,https://opal.latrobe.edu.au/articles/report/Understanding_the_health_and_social_wellbeing_needs_of_sex_workers_in_Victoria_Print_version_/19701799,"{'posted': '2022-05-04T06:08:22', 'firstOnline': '2022-05-04T06:08:22'}",Understanding the health and social wellbeing needs of sex workers in Victoria,10.26181/19580827,154,78,0,In Copyright,['Public Health and Health Services not elsewhere classified'],"['Health and social wellbeing', 'sex workers', 'sexual health', 'mental health', 'Victoria', 'Australia']","[{'id': 19701799, 'funder_name': None}]",0,1
,13433360,Housing and independent living : environmental and built factors for maintaining independence in older age,,10018/1024898,https://api.figshare.com/v2/articles/13433360,2017-12-06T00:00:00Z,,18,report,30566,https://api.figshare.com/v2/account/articles/13433360,https://api.figshare.com/v2/articles/13433360,https://figshare.com/account/articles/13433360,https://cqu.figshare.com/articles/report/Housing_and_independent_living_environmental_and_built_factors_for_maintaining_independence_in_older_age/13433360,"{'posted': '2017-12-06T00:00:00', 'publisherPublication': '2011-01-01T00:00:00', 'firstOnline': '2011-01-01T00:00:00'}",,,131,0,0,CQUniversity General 1.0,['Public Health and Health Services not elsewhere classified'],"['HAIL project', 'Housing and Independent Living', 'Older people', 'Housing modification', 'New South Wales']","[{'id': 13433360, 'funder_name': None}]",0,0
94295,16861954,A New Approach to the Social Vulnerability Indices: Decision Tree-Based Vulnerability Classification Model,10.25417/uic.16861954.v1,,https://api.figshare.com/v2/articles/16861954,2021-11-03T21:15:23Z,https://s3-eu-west-1.amazonaws.com/ppreviews-uic-1063003817/31308559/thumb.png,18,report,33214,https://api.figshare.com/v2/account/articles/16861954,https://api.figshare.com/v2/articles/16861954,https://figshare.com/account/articles/16861954,https://indigo.uic.edu/articles/report/A_New_Approach_to_the_Social_Vulnerability_Indices_Decision_Tree-Based_Vulnerability_Classification_Model/16861954,"{'posted': '2021-11-03T21:15:23', 'firstOnline': '2021-11-03T21:15:23'}",,,152,102,0,In Copyright,"['Ecological Impacts of Climate Change', 'Natural Hazards', 'Health and Community Services', 'Public Health and Health Services not elsewhere classified', 'Applied Sociology, Program Evaluation and Social Impact Assessment']","['social vulnerability', 'classification', 'performance assessment', 'decision tree-based methods']",[],0,1
,13439963,Domestic and family violence fatality review teams overview,,10018/1233784,https://api.figshare.com/v2/articles/13439963,2018-06-27T00:00:00Z,,18,report,30566,https://api.figshare.com/v2/account/articles/13439963,https://api.figshare.com/v2/articles/13439963,https://figshare.com/account/articles/13439963,https://cqu.figshare.com/articles/report/Domestic_and_family_violence_fatality_review_teams_overview/13439963,"{'posted': '2018-06-27T00:00:00', 'publisherPublication': '2015-01-01T00:00:00', 'firstOnline': '2015-01-01T00:00:00'}",,,103,0,0,CQUniversity General 1.0,['Public Health and Health Services not elsewhere classified'],['Domestic violence'],[],0,0
