,project_id,id,title,doi,handle,url,published_date,thumb,defined_type,defined_type_name,group_id,url_private_api,url_public_api,url_private_html,url_public_html,timeline,resource_title,resource_doi
16,,13611491,Writing Themselves In 4: The health and wellbeing of LGBTQA+ young people in Australia. Victoria summary report.,10.26181/60077a9e4653b,,https://api.figshare.com/v2/articles/13611491,2021-03-09T23:06:04Z,https://ndownloader.figshare.com/files/26568665/preview/26568665/thumb.png,18,report,21314,https://api.figshare.com/v2/account/articles/13611491,https://api.figshare.com/v2/articles/13611491,https://figshare.com/account/articles/13611491,https://opal.latrobe.edu.au/articles/report/Writing_Themselves_In_4_The_health_and_wellbeing_of_LGBTQA_young_people_in_Australia_Victoria_summary_report_/13611491,"{'posted': '2021-03-09T23:06:04', 'firstOnline': '2021-03-09T23:06:04'}",,
17,,12793466,Private Lives 3: The health and wellbeing of LGBTIQ people in Australia,10.26181/5f3380a0d048a,,https://api.figshare.com/v2/articles/12793466,2021-05-24T23:55:05Z,https://s3-eu-west-1.amazonaws.com/ppreviews-latrobe-3848329482398942/29080047/thumb.png,18,report,29006,https://api.figshare.com/v2/account/articles/12793466,https://api.figshare.com/v2/articles/12793466,https://figshare.com/account/articles/12793466,https://opal.latrobe.edu.au/articles/report/Private_Lives_3_The_health_and_wellbeing_of_LGBTIQ_people_in_Australia/12793466,"{'posted': '2021-05-24T23:55:05', 'firstOnline': '2021-05-24T23:55:05'}",,
18,,20076263,Review of Rockhampton Integrated Service Response,10.25946/20076263.v1,,https://api.figshare.com/v2/articles/20076263,2022-06-15T22:23:43Z,https://s3-eu-west-1.amazonaws.com/ppreviews-cqu-0121624439/35911385/thumb.png,18,report,30566,https://api.figshare.com/v2/account/articles/20076263,https://api.figshare.com/v2/articles/20076263,https://figshare.com/account/articles/20076263,https://acquire.cqu.edu.au/articles/report/Review_of_Rockhampton_Integrated_Service_Response/20076263,"{'posted': '2022-06-15T22:23:43', 'publisherPublication': '2020-02-03T00:00:00', 'firstOnline': '2022-06-15T22:23:43'}",,
19,,12502283,Benchmarking Food Environments 2020,10.17608/k6.auckland.12502283.v3,,https://api.figshare.com/v2/articles/12502283,2020-06-18T23:15:04Z,https://s3-eu-west-1.amazonaws.com/ppreviews-auckland-41534891/23213789/thumb.png,18,report,1449,https://api.figshare.com/v2/account/articles/12502283,https://api.figshare.com/v2/articles/12502283,https://figshare.com/account/articles/12502283,https://auckland.figshare.com/articles/report/Benchmarking_Food_Environments/12502283,"{'posted': '2020-06-18T23:15:04', 'firstOnline': '2020-06-18T03:37:14'}",,
20,,12476171,Food-EPI 2020 Online Appendix 2: Evidence summaries presented to Expert Panel,10.17608/k6.auckland.12476171.v1,,https://api.figshare.com/v2/articles/12476171,2020-06-12T20:59:12Z,https://s3-eu-west-1.amazonaws.com/ppreviews-auckland-41534891/23108894/thumb.png,18,report,1449,https://api.figshare.com/v2/account/articles/12476171,https://api.figshare.com/v2/articles/12476171,https://figshare.com/account/articles/12476171,https://auckland.figshare.com/articles/report/Food-EPI_2020_Online_Appendix_2_Evidence_summaries_presented_to_Expert_Panel/12476171,"{'posted': '2020-06-12T20:59:12', 'firstOnline': '2020-06-12T20:59:12'}",,
21,,13082684,RAAF Pastoral Care and Hospitable Spaces: Designs that  nourish restoration and rehabilitation,10.26181/5fb1a2892b629,,https://api.figshare.com/v2/articles/13082684,2020-11-16T01:15:57Z,https://ndownloader.figshare.com/files/25498808/preview/25498808/thumb.png,18,report,29006,https://api.figshare.com/v2/account/articles/13082684,https://api.figshare.com/v2/articles/13082684,https://figshare.com/account/articles/13082684,https://opal.latrobe.edu.au/articles/report/RAAF_Pastoral_Care_and_Hospitable_Spaces_Designs_that_nourish_restoration_and_rehabilitation/13082684,"{'posted': '2020-11-16T01:15:57', 'firstOnline': '2020-11-15T21:49:59'}",,
22,,12504134,Benchmarking Food Environments 2020 Summary,10.17608/k6.auckland.12504134.v1,,https://api.figshare.com/v2/articles/12504134,2020-06-18T05:15:35Z,https://s3-eu-west-1.amazonaws.com/ppreviews-auckland-41534891/23204042/thumb.png,18,report,1449,https://api.figshare.com/v2/account/articles/12504134,https://api.figshare.com/v2/articles/12504134,https://figshare.com/account/articles/12504134,https://auckland.figshare.com/articles/report/Benchmarking_Food_Environments_2020_Summary/12504134,"{'posted': '2020-06-18T05:15:35', 'firstOnline': '2020-06-18T05:15:35'}",,
23,,19288376,ARCSHS Annual Report 2021,10.26181/19288376.v1,,https://api.figshare.com/v2/articles/19288376,2022-04-08T00:46:15Z,https://s3-eu-west-1.amazonaws.com/ppreviews-latrobe-3848329482398942/34719106/thumb.png,18,report,21314,https://api.figshare.com/v2/account/articles/19288376,https://api.figshare.com/v2/articles/19288376,https://figshare.com/account/articles/19288376,https://opal.latrobe.edu.au/articles/report/ARCSHS_Annual_Report_2021/19288376,"{'posted': '2022-04-08T00:46:15', 'firstOnline': '2022-04-08T00:46:15'}",,
24,,13277813,Military Personnel and COVID-19: An Exploratory Scoping Review,10.26181/5fbc73d41425c,,https://api.figshare.com/v2/articles/13277813,2020-12-04T01:29:35Z,https://ndownloader.figshare.com/files/25680875/preview/25680875/thumb.png,18,report,29006,https://api.figshare.com/v2/account/articles/13277813,https://api.figshare.com/v2/articles/13277813,https://figshare.com/account/articles/13277813,https://opal.latrobe.edu.au/articles/report/Military_Personnel_and_COVID-19_An_Exploratory_Scoping_Review/13277813,"{'posted': '2020-12-04T01:29:35', 'firstOnline': '2020-11-24T02:46:53'}",,
25,25567.0,16968478,How healthy are Aotearoa New Zealand's food environments? Assessing the impact of recent food policies 2018-2021,10.17608/k6.auckland.16968478,,https://api.figshare.com/v2/articles/16968478,2021-11-10T03:13:57Z,https://s3-eu-west-1.amazonaws.com/ppreviews-auckland-41534891/31388746/thumb.png,18,report,1734,https://api.figshare.com/v2/account/articles/16968478,https://api.figshare.com/v2/articles/16968478,https://figshare.com/account/articles/16968478,https://auckland.figshare.com/articles/report/How_healthy_are_Aotearoa_New_Zealand_s_food_environments_Assessing_the_impact_of_recent_food_policies_2018-2021/16968478,"{'posted': '2021-11-10T03:13:57', 'firstOnline': '2021-11-10T03:13:57'}",How healthy are Aotearoa New Zealand's food environments? Assessing the impact of recent food policies 2018-2021,10.17608/k6.auckland.16968478
26,,20191112,Building young people’s sexual literacy in digital spaces,10.26181/20191112.v1,,https://api.figshare.com/v2/articles/20191112,2022-07-11T06:08:21Z,https://s3-eu-west-1.amazonaws.com/ppreviews-latrobe-3848329482398942/36224511/thumb.png,18,report,10395,https://api.figshare.com/v2/account/articles/20191112,https://api.figshare.com/v2/articles/20191112,https://figshare.com/account/articles/20191112,https://opal.latrobe.edu.au/articles/report/Building_young_people_s_sexual_literacy_in_digital_spaces/20191112,"{'posted': '2022-07-11T06:08:21', 'firstOnline': '2022-07-11T06:08:21'}",,
27,,12731144,La Trobe University Olga Tennison Autism Research Centre (OTARC) response to the Select Committee on Autism,10.26181/5f20f14745abe,,https://api.figshare.com/v2/articles/12731144,2021-08-30T03:02:23Z,https://s3-eu-west-1.amazonaws.com/ppreviews-latrobe-3848329482398942/30568098/thumb.png,18,report,29006,https://api.figshare.com/v2/account/articles/12731144,https://api.figshare.com/v2/articles/12731144,https://figshare.com/account/articles/12731144,https://opal.latrobe.edu.au/articles/report/La_Trobe_University_Olga_Tennison_Autism_Research_Centre_OTARC_response_to_the_Select_Committee_on_Autism/12731144,"{'posted': '2021-08-30T03:02:23', 'firstOnline': '2020-07-29T05:32:29'}",,
28,,19701799,Understanding the health and social wellbeing needs of sex workers in Victoria (Print version),10.26181/19701799.v1,,https://api.figshare.com/v2/articles/19701799,2022-05-04T06:08:22Z,https://s3-eu-west-1.amazonaws.com/ppreviews-latrobe-3848329482398942/34992328/thumb.png,18,report,29006,https://api.figshare.com/v2/account/articles/19701799,https://api.figshare.com/v2/articles/19701799,https://figshare.com/account/articles/19701799,https://opal.latrobe.edu.au/articles/report/Understanding_the_health_and_social_wellbeing_needs_of_sex_workers_in_Victoria_Print_version_/19701799,"{'posted': '2022-05-04T06:08:22', 'firstOnline': '2022-05-04T06:08:22'}",Understanding the health and social wellbeing needs of sex workers in Victoria,10.26181/19580827
29,,13433360,Housing and independent living : environmental and built factors for maintaining independence in older age,,10018/1024898,https://api.figshare.com/v2/articles/13433360,2017-12-06T00:00:00Z,,18,report,30566,https://api.figshare.com/v2/account/articles/13433360,https://api.figshare.com/v2/articles/13433360,https://figshare.com/account/articles/13433360,https://cqu.figshare.com/articles/report/Housing_and_independent_living_environmental_and_built_factors_for_maintaining_independence_in_older_age/13433360,"{'posted': '2017-12-06T00:00:00', 'publisherPublication': '2011-01-01T00:00:00', 'firstOnline': '2011-01-01T00:00:00'}",,
30,94295.0,16861954,A New Approach to the Social Vulnerability Indices: Decision Tree-Based Vulnerability Classification Model,10.25417/uic.16861954.v1,,https://api.figshare.com/v2/articles/16861954,2021-11-03T21:15:23Z,https://s3-eu-west-1.amazonaws.com/ppreviews-uic-1063003817/31308559/thumb.png,18,report,33214,https://api.figshare.com/v2/account/articles/16861954,https://api.figshare.com/v2/articles/16861954,https://figshare.com/account/articles/16861954,https://indigo.uic.edu/articles/report/A_New_Approach_to_the_Social_Vulnerability_Indices_Decision_Tree-Based_Vulnerability_Classification_Model/16861954,"{'posted': '2021-11-03T21:15:23', 'firstOnline': '2021-11-03T21:15:23'}",,
31,,13439963,Domestic and family violence fatality review teams overview,,10018/1233784,https://api.figshare.com/v2/articles/13439963,2018-06-27T00:00:00Z,,18,report,30566,https://api.figshare.com/v2/account/articles/13439963,https://api.figshare.com/v2/articles/13439963,https://figshare.com/account/articles/13439963,https://cqu.figshare.com/articles/report/Domestic_and_family_violence_fatality_review_teams_overview/13439963,"{'posted': '2018-06-27T00:00:00', 'publisherPublication': '2015-01-01T00:00:00', 'firstOnline': '2015-01-01T00:00:00'}",,
32,,7016126,"The range and magnitude of alcohol’s harm to others: study design, data collection procedures and measurement",10.26181/5b84e8af52b61,,https://api.figshare.com/v2/articles/7016126,2020-11-19T01:46:40Z,https://ndownloader.figshare.com/files/12890210/preview/12890210/thumb.png,18,report,29006,https://api.figshare.com/v2/account/articles/7016126,https://api.figshare.com/v2/articles/7016126,https://figshare.com/account/articles/7016126,https://opal.latrobe.edu.au/articles/report/Harm_to_Others_Technical_Report/7016126,"{'posted': '2020-11-19T01:46:40', 'firstOnline': '2018-08-28T06:21:00'}",,
33,,20288994,Review of the Effectiveness of P.R.A.D.O. (Caboolture),10.25946/20288994.v1,,https://api.figshare.com/v2/articles/20288994,2022-07-12T00:23:48Z,,18,report,30566,https://api.figshare.com/v2/account/articles/20288994,https://api.figshare.com/v2/articles/20288994,https://figshare.com/account/articles/20288994,https://acquire.cqu.edu.au/articles/report/Review_of_the_Effectiveness_of_P_R_A_D_O_Caboolture_/20288994,"{'posted': '2022-07-12T00:23:48', 'publisherPublication': '2021-02-01T00:00:00', 'firstOnline': '2022-07-12T00:23:48'}",,
34,,12476177,"Online Appendix 3: Expert ratings 2014,2017,2020 Food-EPI",10.17608/k6.auckland.12476177.v1,,https://api.figshare.com/v2/articles/12476177,2020-06-12T21:02:42Z,https://s3-eu-west-1.amazonaws.com/ppreviews-auckland-41534891/23108897/thumb.png,18,report,1449,https://api.figshare.com/v2/account/articles/12476177,https://api.figshare.com/v2/articles/12476177,https://figshare.com/account/articles/12476177,https://auckland.figshare.com/articles/report/Online_Appendix_3_Expert_ratings_2014_2017_2020_Food-EPI/12476177,"{'posted': '2020-06-12T21:02:42', 'firstOnline': '2020-06-12T21:02:42'}",,
35,94295.0,18054395,"What are action steps and resources to help your organization apply the six phases of policy, systems, and environmental change?",10.25417/uic.18054395.v1,,https://api.figshare.com/v2/articles/18054395,2022-01-10T16:48:39Z,https://s3-eu-west-1.amazonaws.com/ppreviews-uic-1063003817/32782460/thumb.png,18,report,33214,https://api.figshare.com/v2/account/articles/18054395,https://api.figshare.com/v2/articles/18054395,https://figshare.com/account/articles/18054395,https://indigo.uic.edu/articles/report/What_are_action_steps_and_resources_to_help_your_organization_apply_the_six_phases_of_policy_systems_and_environmental_change_/18054395,"{'posted': '2022-01-10T16:48:39', 'firstOnline': '2022-01-10T16:48:39'}",,
36,,13293827,ADF - RAAF Chaplaincy Infrastructure: Pastoral Care Rehabilitation and Safe Spaces,10.26181/5fc074dd35b8e,,https://api.figshare.com/v2/articles/13293827,2020-12-07T04:26:19Z,https://ndownloader.figshare.com/files/25711115/preview/25711115/thumb.png,18,report,29006,https://api.figshare.com/v2/account/articles/13293827,https://api.figshare.com/v2/articles/13293827,https://figshare.com/account/articles/13293827,https://opal.latrobe.edu.au/articles/report/ADF_RAAF_Chaplaincy_Infrastructure_Pastoral_Care_Rehabilitation_and_Safe_Spaces/13293827,"{'posted': '2020-12-07T04:26:19', 'firstOnline': '2020-11-27T03:40:04'}",,
37,,17169089,"Using social media as a tool to facilitate consumer engagement in service design and quality improvement: A guide for hospitals, service providers and consumers",10.26181/17169089.v1,,https://api.figshare.com/v2/articles/17169089,2022-02-24T04:57:48Z,https://s3-eu-west-1.amazonaws.com/ppreviews-latrobe-3848329482398942/34076378/thumb.png,18,report,29006,https://api.figshare.com/v2/account/articles/17169089,https://api.figshare.com/v2/articles/17169089,https://figshare.com/account/articles/17169089,https://opal.latrobe.edu.au/articles/report/Using_social_media_as_a_tool_to_facilitate_consumer_engagement_in_service_design_and_quality_improvement_A_guide_for_hospitals_service_providers_and_consumers/17169089,"{'posted': '2022-02-24T04:57:48', 'firstOnline': '2022-02-24T04:57:48'}",,
38,94295.0,18047966,Key drivers of success: What catalyzes lasting change in your organization or community?,10.25417/uic.18047966.v1,,https://api.figshare.com/v2/articles/18047966,2022-01-07T22:48:23Z,https://s3-eu-west-1.amazonaws.com/ppreviews-uic-1063003817/32776070/thumb.png,18,report,33214,https://api.figshare.com/v2/account/articles/18047966,https://api.figshare.com/v2/articles/18047966,https://figshare.com/account/articles/18047966,https://indigo.uic.edu/articles/report/Key_drivers_of_success_What_catalyzes_lasting_change_in_your_organization_or_community_/18047966,"{'posted': '2022-01-07T22:48:23', 'firstOnline': '2022-01-07T22:48:23'}",,
39,,13143212,Guide to Virtual Engagement,10.25417/uic.13143212.v2,,https://api.figshare.com/v2/articles/13143212,2020-11-11T20:53:52Z,https://s3-eu-west-1.amazonaws.com/ppreviews-uic-1063003817/25467035/thumb.png,18,report,24567,https://api.figshare.com/v2/account/articles/13143212,https://api.figshare.com/v2/articles/13143212,https://figshare.com/account/articles/13143212,https://indigo.uic.edu/articles/report/Guide_to_Virtual_Engagement/13143212,"{'posted': '2020-11-11T20:53:52', 'firstOnline': '2020-10-26T15:50:16'}",Guide to Virtual Engagement,10.25417/uic.13143212
40,,13459013,The New Zealand experience of relocation for treatment for haematological malignancies : report for the Leukaemia & Blood Foundation,,10018/918370,https://api.figshare.com/v2/articles/13459013,2017-12-06T00:00:00Z,,18,report,30566,https://api.figshare.com/v2/account/articles/13459013,https://api.figshare.com/v2/articles/13459013,https://figshare.com/account/articles/13459013,https://cqu.figshare.com/articles/report/The_New_Zealand_experience_of_relocation_for_treatment_for_haematological_malignancies_report_for_the_Leukaemia_Blood_Foundation/13459013,"{'posted': '2017-12-06T00:00:00', 'publisherPublication': '2011-01-01T00:00:00', 'firstOnline': '2011-01-01T00:00:00'}",,
41,,20064761,Evaluation of the North Queensland Combined Women’s Service Sexual Assault Response Team Trial:  Final report,10.25946/20064761.v2,,https://api.figshare.com/v2/articles/20064761,2022-06-14T05:23:26Z,https://s3-eu-west-1.amazonaws.com/ppreviews-cqu-0121624439/35884556/thumb.png,18,report,30566,https://api.figshare.com/v2/account/articles/20064761,https://api.figshare.com/v2/articles/20064761,https://figshare.com/account/articles/20064761,https://acquire.cqu.edu.au/articles/report/Evaluation_of_the_North_Queensland_Combined_Women_s_Service_Sexual_Assault_Response_Team_Trial_Final_report/20064761,"{'posted': '2022-06-14T05:23:26', 'publisherPublication': '2019-08-01T00:00:00', 'firstOnline': '2020-01-15T00:00:00'}",,
42,,13450085,Defining community-engaged health professional education: A step toward building the evidence,,10018/1311868,https://api.figshare.com/v2/articles/13450085,2019-10-29T00:00:00Z,,18,report,30566,https://api.figshare.com/v2/account/articles/13450085,https://api.figshare.com/v2/articles/13450085,https://figshare.com/account/articles/13450085,https://cqu.figshare.com/articles/report/Defining_community-engaged_health_professional_education_A_step_toward_building_the_evidence/13450085,"{'posted': '2019-10-29T00:00:00', 'publisherPublication': '2017-01-04T00:00:00', 'firstOnline': '2017-01-04T00:00:00'}",,
43,25567.0,13345196,Food-EPI 2020 Benchmarking NZ Food Environments Full Report,10.17608/k6.auckland.13345196.v1,,https://api.figshare.com/v2/articles/13345196,2020-12-08T00:13:08Z,https://s3-eu-west-1.amazonaws.com/ppreviews-auckland-41534891/25721027/thumb.png,18,report,1734,https://api.figshare.com/v2/account/articles/13345196,https://api.figshare.com/v2/articles/13345196,https://figshare.com/account/articles/13345196,https://auckland.figshare.com/articles/report/Food-EPI_2020_Benchmarking_NZ_Food_Environments_Full_Report/13345196,"{'posted': '2020-12-08T00:13:08', 'firstOnline': '2020-12-08T00:13:08'}",,
44,94295.0,18046424,"Six phases for building sustainable impact through policy, systems, and environmental change",10.25417/uic.18046424.v1,,https://api.figshare.com/v2/articles/18046424,2022-01-10T17:25:55Z,https://s3-eu-west-1.amazonaws.com/ppreviews-uic-1063003817/32774528/thumb.png,18,report,33214,https://api.figshare.com/v2/account/articles/18046424,https://api.figshare.com/v2/articles/18046424,https://figshare.com/account/articles/18046424,https://indigo.uic.edu/articles/report/Six_phases_for_building_sustainable_impact_through_policy_systems_and_environmental_change/18046424,"{'posted': '2022-01-10T17:25:55', 'firstOnline': '2022-01-10T17:25:55'}",,
