,project_id,id,title,doi,handle,url,published_date,thumb,defined_type,defined_type_name,group_id,url_private_api,url_public_api,url_private_html,url_public_html,timeline,resource_title,resource_doi_x,description,is_embargoed,funding_list,is_metadata_record,resource_doi_y,count_categories,count_references,count_tags
10,122968.0,19121903,"Comparable west coast rock lobster catch and effort data up to 31 March 2016 for the past five seasons, with implications for exceptional circumstances declarations",10.25375/uct.19121903.v1,,https://api.figshare.com/v2/articles/19121903,2022-02-28T04:38:52Z,https://s3-eu-west-1.amazonaws.com/ppreviews-uct-28766567895329/33969746/thumb.png,1,figure,30647,https://api.figshare.com/v2/account/articles/19121903,https://api.figshare.com/v2/articles/19121903,https://figshare.com/account/articles/19121903,https://zivahub.uct.ac.za/articles/figure/Comparable_west_coast_rock_lobster_catch_and_effort_data_up_to_31_March_2016_for_the_past_five_seasons_with_implications_for_exceptional_circumstances_declarations/19121903,"{'posted': '2022-02-28T04:38:52', 'firstOnline': '2022-02-28T04:38:52'}",,,"<div>A FIMS survey has been conducted for super-area 8+ only for the 2015 season. Nevertheless, using the data that are available from the fishery (until 31 March 2015), the resource indices for each super-area can still be compared with the threshold levels below which Exceptional Circumstances (ECs) are invoked (see Appendix of FISHERIES/2015/AUG/SWG-WCRL/26 for the most recent example of these analyses) by following the procedure below.</div><div><br></div><div>As the trap and bakkie data currently available for the 2015 season are “nominal” data and have not yet been standardised using GLM analyses, one needs to scale these nominal data (as presented in Table 1) to the 2011-2014 GLM standardised values, in order to use them to calculate combined indices for each super-area.</div>",False,[],False,0,0,0,5
11,128348.0,19114787,Constant F projections under single species assessments of Sebastes mentella and S. fasciatus in Units 1 and 2,10.25375/uct.19114787.v1,,https://api.figshare.com/v2/articles/19114787,2022-02-28T04:36:19Z,https://s3-eu-west-1.amazonaws.com/ppreviews-uct-28766567895329/33961124/thumb.png,1,figure,30647,https://api.figshare.com/v2/account/articles/19114787,https://api.figshare.com/v2/articles/19114787,https://figshare.com/account/articles/19114787,https://zivahub.uct.ac.za/articles/figure/Constant_F_projections_under_single_species_assessments_of_Sebastes_mentella_and_S_fasciatus_in_Units_1_and_2/19114787,"{'posted': '2022-02-28T04:36:19', 'firstOnline': '2022-02-28T04:36:19'}",,,"Results under constant fishing mortality (F) projections for the single species assessments of<i> S. mentella</i> and<i> S. fasciatus</i> (Rademeyer and Butterworth 2014) are presented in Figure 1. These assume the same commercial selectivities, both by species and by Unit, as applied in the past for the assessment.",False,[],False,0,0,0,4
12,,16866337,Extending the annular in-plane torsional shear test specimen to applications at high strain rates.,10.25375/uct.16866337.v1,,https://api.figshare.com/v2/articles/16866337,2022-01-21T13:15:43Z,,1,figure,36928,https://api.figshare.com/v2/account/articles/16866337,https://api.figshare.com/v2/articles/16866337,https://figshare.com/account/articles/16866337,https://zivahub.uct.ac.za/articles/figure/Extending_the_annular_in-plane_torsional_shear_test_specimen_to_applications_at_high_strain_rates_/16866337,"{'posted': '2022-01-21T13:15:43', 'firstOnline': '2022-01-21T13:15:43'}",,,"<div>The in-plane torsion test is a well-established test used for the characterisation of sheet metals. The specimen is intended to deform in planar simple shear and is designed to be machined with a continuous annular shear zone. As a result, there are no “edge effects” or geometric discontinuities to generate instabilities, thus large true strains up to 1 can be achieved. Before this research, the specimen had only been used for material characterisation in the quasi-static regime. The aim of this research was to conduct further quasi-static testing using the in-plane torsion test and to extend its use into the dynamic regime. Quasi-static tests were performed on a quasi-static torsional (QST) system that was designed to be integrated onto a Zwick universal testing machine. Dynamic tests were performed on a modified torsional split Hopkinson bar (TSHB) system. The TSHB system adopted a nested configuration which allowed for a longer incident bar, and thus larger obtainable strains. Two quick-release mechanisms were used, one using a novel reusable wedge and the other using fracture-pins. All specimens were manufactured from Al 1050 H14. Typical results agreed with material test data available in the literature. Both systems attained large strains at near-constant strain rates and together, allowed for material characterisation over a large range of strain rates. Near-uniform deformations were observed for specimens with lower strain gauge widths. An added feature of the specimen was the flat reverse face, which together with the nested configuration of both systems allows for the possibility for full-field DIC measurement in the future. An estimation method for steady-state flow stress is presented with the steady-state flow stress found to be rate dependant. Finally, a relationship between the steady-state flow stress and strain rate for all experimental results is proposed.</div>",False,[],False,0,0,0,7
13,122968.0,17152244,Addendum to MARAM/IWS/DEC16/Peng Clos/P1a rev,10.25375/uct.17152244.v1,,https://api.figshare.com/v2/articles/17152244,2021-12-21T08:12:33Z,https://s3-eu-west-1.amazonaws.com/ppreviews-uct-28766567895329/31714916/thumb.png,1,figure,30647,https://api.figshare.com/v2/account/articles/17152244,https://api.figshare.com/v2/articles/17152244,https://figshare.com/account/articles/17152244,https://zivahub.uct.ac.za/articles/figure/Addendum_to_MARAM_IWS_DEC16_Peng_Clos_P1a_rev/17152244,"{'posted': '2021-12-21T08:12:33', 'firstOnline': '2021-12-21T08:12:33'}",,,"<div>This document provides individual plots of the integration process (i.e. plots of the detection probability</div><div>curves superimposed onto the assumed prior distributions similar to Figure 1 of MARAM/IWS/DEC16/Peng</div><div>Clos/P1a rev) for all the runs in Table 7 of MARAM/IWS/DEC16/Peng Clos/P1a rev.</div><div><br></div><div>Plots are shown first for Dassen Island, then for Robben Island. Each page contains the full set of results for</div><div>a given data set and island. Each row shows the plots for the five years that were evaluated for a particular</div><div>model variant, and each row is labelled with a number corresponding to the numbering of the model variants</div><div>in Table 3 of MARAM/IWS/DEC16/Peng Clos/1a rev.</div>",False,[],False,0,0,0,6
14,122968.0,17152625,A comparison between the hake cannibalism and inter-species predation models presented in Bergh et al. (2016) and Ross-Gillespie (2016),10.25375/uct.17152625.v1,,https://api.figshare.com/v2/articles/17152625,2021-12-21T08:08:19Z,https://s3-eu-west-1.amazonaws.com/ppreviews-uct-28766567895329/31715486/thumb.png,1,figure,30647,https://api.figshare.com/v2/account/articles/17152625,https://api.figshare.com/v2/articles/17152625,https://figshare.com/account/articles/17152625,https://zivahub.uct.ac.za/articles/figure/A_comparison_between_the_hake_cannibalism_and_inter-species_predation_models_presented_in_Bergh_et_al_2016_and_Ross-Gillespie_2016_/17152625,"{'posted': '2021-12-21T08:08:19', 'firstOnline': '2021-12-21T08:08:19'}",,,"This document compares the structure, assumptions and results of the Bergh et al. (2016) and Ross-Gillespie (2016) hake cannibalism and inter-species predation models. For ease of reference, the Bergh et al. (2016) model will be referred to as the OLRAC model and the Ross-Gillespie (2016) model as the MARAM model.",False,[],False,0,0,0,8
15,122968.0,17152475,Updated observer catch-at-length data from the commercial fisheries at the main Tristan da Cunha island,10.25375/uct.17152475.v1,,https://api.figshare.com/v2/articles/17152475,2021-12-21T08:05:20Z,https://s3-eu-west-1.amazonaws.com/ppreviews-uct-28766567895329/31715285/thumb.png,1,figure,30647,https://api.figshare.com/v2/account/articles/17152475,https://api.figshare.com/v2/articles/17152475,https://figshare.com/account/articles/17152475,https://zivahub.uct.ac.za/articles/figure/Updated_observer_catch-at-length_data_from_the_commercial_fisheries_at_the_main_Tristan_da_Cunha_island/17152475,"{'posted': '2021-12-21T08:05:20', 'firstOnline': '2021-12-21T08:05:20'}",,,"Updated catch-at-length (CAL) data from samples collected from both the powerboats and the Edinburgh have recently been provided for the 2014 season. This document provides various comparative plots of these data compared with data from previous seasons.<div><br></div><div>MARAM/TRISTAN/2014/JAN/01 and MARAM/TRISTAN/2015/MAY/05 provided commercial CAL data for all four islands, whereas this document focuses only on such data collected from the main island of Tristan da Cunha. There were some errors made in in the documents above about the source of some of the data; these have been corrected here.</div>",False,[],False,0,0,0,5
16,114816.0,16627558,The relationship between F0.1 and FMSY values for the North Atlantic bluefin assessments and its dependence on the Beverton-Holt stock recruitment steepness parameter H.,10.25375/uct.16627558.v1,,https://api.figshare.com/v2/articles/16627558,2021-09-20T08:05:34Z,https://s3-eu-west-1.amazonaws.com/ppreviews-uct-28766567895329/30793543/thumb.png,1,figure,30647,https://api.figshare.com/v2/account/articles/16627558,https://api.figshare.com/v2/articles/16627558,https://figshare.com/account/articles/16627558,https://zivahub.uct.ac.za/articles/figure/The_relationship_between_F0_1_and_FMSY_values_for_the_North_Atlantic_bluefin_assessments_and_its_dependence_on_the_Beverton-Holt_stock_recruitment_steepness_parameter_H_/16627558,"{'posted': '2021-09-20T08:05:34', 'firstOnline': '2021-09-20T08:05:34'}",,,"<div>Values of the demographic and fishery parameters being used for projections for the current assessments of North Atlantic bluefin tuna were kindly provided Matt Lauretta (Western stock) and Tristan Rouyer and Rishi Sharma (Eastern stock), and are shown in Table 1. These values have been used in applying standard methods to compute F0.1 for each set of values, together with FMSY values as a function of the value of steepness h for a Beverton-Holt stock recruitment relationship. Note that the F values reported refer to apical F, i.e. the age at which selectivity is highest, being age 13 for the Western and age10+ for the Eastern stock.</div><div><br></div><div>The results are shown in Table 2 and Figure 1. For high values of h, FMSY exceeds F0.1, but the reverse is true for low values. The values of h at which the two values are equal are 0.70 and 0.80 for the Western stock for the low and high maturity vectors respectively, and 0.68 for the Eastern stock.</div>",False,[],False,0,0,0,5
17,114816.0,16455516,A Comparison of West Coast Rock Lobster TACs and Catches over Recent Seasons,10.25375/uct.16455516.v1,,https://api.figshare.com/v2/articles/16455516,2021-09-07T06:38:12Z,https://s3-eu-west-1.amazonaws.com/ppreviews-uct-28766567895329/30475872/thumb.png,1,figure,30647,https://api.figshare.com/v2/account/articles/16455516,https://api.figshare.com/v2/articles/16455516,https://figshare.com/account/articles/16455516,https://zivahub.uct.ac.za/articles/figure/A_Comparison_of_West_Coast_Rock_Lobster_TACs_and_Catches_over_Recent_Seasons/16455516,"{'posted': '2021-09-07T06:38:12', 'firstOnline': '2021-09-07T06:38:12'}",,,"The Tables that follow compare TACs awarded and catches made by Area by the Inshore and Offshore fisheries for West Coast rock lobster over recent years. For Area 8+ for more recent years, the data are shown split by two periods within the season. Note that the later of these two periods has yet to take place for the 2016/17 season.",False,[],False,0,0,0,4
18,114816.0,16455438,Retrospective analysis for the South African hake resource Reference Case Assessment,10.25375/uct.16455438.v1,,https://api.figshare.com/v2/articles/16455438,2021-09-07T06:34:27Z,https://s3-eu-west-1.amazonaws.com/ppreviews-uct-28766567895329/30475755/thumb.png,1,figure,30647,https://api.figshare.com/v2/account/articles/16455438,https://api.figshare.com/v2/articles/16455438,https://figshare.com/account/articles/16455438,https://zivahub.uct.ac.za/articles/figure/Retrospective_analysis_for_the_South_African_hake_resource_Reference_Case_Assessment/16455438,"{'posted': '2021-09-07T06:34:27', 'firstOnline': '2021-09-07T06:34:27'}",,,"<div>Figures 1 and 2 plot spawning biomass and recruitment results respectively for a retrospective analysis of the South African hake resource for the 2017 Reference Case (Rademeyer and Butterworth, 2017).</div><div><br></div><div>Over recent years the assessment has tended to somewhat underestimate M. paradoxus and somewhat overestimate M. capensis spawning biomass. There are no obvious retrospective patterns in recruitment estimates, though recent recruitment for both species was appreciably overestimated for the assessment when ended in 2012.</div>",False,[],False,0,0,0,4
19,114816.0,16455477,Updated Reference Set Operating Model results for South African hake,10.25375/uct.16455477.v1,,https://api.figshare.com/v2/articles/16455477,2021-09-07T06:33:06Z,https://s3-eu-west-1.amazonaws.com/ppreviews-uct-28766567895329/30475806/thumb.png,1,figure,30647,https://api.figshare.com/v2/account/articles/16455477,https://api.figshare.com/v2/articles/16455477,https://figshare.com/account/articles/16455477,https://zivahub.uct.ac.za/articles/figure/Updated_Reference_Set_Operating_Model_results_for_South_African_hake/16455477,"{'posted': '2021-09-07T06:33:06', 'firstOnline': '2021-09-07T06:33:06'}",,,"Results are given in Table 1 for a full cross of 3 centre-years x 3 natural mortality vectors x 2 stock-recruitment relationships (two OMs are still being run) that cover the key hake assessment uncertainties included in the Reference Set, which is now updated (both in terms of changes in methodology and further years data) to 2017.",False,[],False,0,0,0,4
20,114816.0,15000633,Plots for baseline evaluation trials for the selected SLA for West Greenland bowhead whales based on 400 simulations,10.25375/uct.15000633.v1,,https://api.figshare.com/v2/articles/15000633,2021-07-20T13:18:30Z,https://s3-eu-west-1.amazonaws.com/ppreviews-uct-28766567895329/28872432/thumb.png,1,figure,30647,https://api.figshare.com/v2/account/articles/15000633,https://api.figshare.com/v2/articles/15000633,https://figshare.com/account/articles/15000633,https://zivahub.uct.ac.za/articles/figure/Plots_for_baseline_evaluation_trials_for_the_selected_SLA_for_West_Greenland_bowhead_whales_based_on_400_simulations/15000633,"{'posted': '2021-07-20T13:18:30', 'firstOnline': '2021-07-20T13:18:30'}",,,<div>This paper provides results for a selection of evaluation trials for bowhead whales that have been rerun using 400 replicates. This exercise was done on the baseline evaluation trials. These trials and a short description are given in Table 1. For comparison the results for the SLA under 100 simulations is also plotted.</div>,False,[],False,0,0,0,5
21,100007.0,14191163,Some clarification of plots in FISHERIES/NOV/2019/SWG-PEL/34,10.25375/uct.14191163.v1,,https://api.figshare.com/v2/articles/14191163,2021-03-12T08:01:40Z,https://s3-eu-west-1.amazonaws.com/ppreviews-uct-28766567895329/26761613/thumb.png,1,figure,30647,https://api.figshare.com/v2/account/articles/14191163,https://api.figshare.com/v2/articles/14191163,https://figshare.com/account/articles/14191163,https://zivahub.uct.ac.za/articles/figure/Some_clarification_of_plots_in_FISHERIES_NOV_2019_SWG-PEL_34/14191163,"{'posted': '2021-03-12T08:01:40', 'firstOnline': '2021-03-12T08:01:40'}",,,Enquiries to the authors have indicated that there is some confusion about standard errors and standard errors of the mean of 𝛿 shown in Figures 1A and 1B of FISHERIES/NOV/2019/SWG-PEL/34. These further plots are intended to assist readers on that point.,False,[],False,0,0,0,3
22,,14139677,2021 CeBER Research Data Management Infographic,10.25375/uct.14139677.v1,,https://api.figshare.com/v2/articles/14139677,2021-03-02T09:31:15Z,https://s3-eu-west-1.amazonaws.com/ppreviews-uct-28766567895329/26663477/thumb.png,1,figure,13333,https://api.figshare.com/v2/account/articles/14139677,https://api.figshare.com/v2/articles/14139677,https://figshare.com/account/articles/14139677,https://zivahub.uct.ac.za/articles/figure/2021_CeBER_Research_Data_Management_Infographic/14139677,"{'posted': '2021-03-02T09:31:15', 'firstOnline': '2021-03-02T09:31:15'}",,,"An infographic outlining the complexities of Research Data Management in the Centre for Bioprocess Engineering Research at the University of Cape Town.<div>This includes internal data sharing and long term storage within the research group. The communication and publication of data in spaces branded at UCT and CeBER forms another part of this. However, a large part of our sharing and publication is also through outside entities. The interactions between the different data spaces are indicated with lines and arrows.</div>",False,[],False,0,0,0,6
23,,5579674,Wastewater Biorefinery Generic Flowsheet: Bacterial Bioreactor Train,10.25375/uct.5579674.v4,,https://api.figshare.com/v2/articles/5579674,2020-11-30T11:48:18Z,https://s3-eu-west-1.amazonaws.com/ppreviews-uct-28766567895329/25614248/thumb.png,1,figure,11035,https://api.figshare.com/v2/account/articles/5579674,https://api.figshare.com/v2/articles/5579674,https://figshare.com/account/articles/5579674,https://zivahub.uct.ac.za/articles/figure/Wastewater_Biorefinery_Generic_Flowsheet_Bacterial_Bioreactor_Train/5579674,"{'posted': '2020-11-30T11:48:18', 'firstOnline': '2017-12-07T07:25:15'}",,,Generic flowsheet for a bacterial bioreactor train in a wastewater biorefinery highlighting probable units and products.,False,"[{'id': 256064, 'title': 'K5/2380 Water Research Commission, South Africa', 'grant_code': '', 'funder_name': None, 'is_user_defined': 1}]",False,,0,2,4
24,,5579677,Wastewater Biorefinery Generic Flowsheet: Algal Bioreactor Train,10.25375/uct.5579677.v4,,https://api.figshare.com/v2/articles/5579677,2020-11-30T11:47:19Z,https://s3-eu-west-1.amazonaws.com/ppreviews-uct-28766567895329/25614251/thumb.png,1,figure,11035,https://api.figshare.com/v2/account/articles/5579677,https://api.figshare.com/v2/articles/5579677,https://figshare.com/account/articles/5579677,https://zivahub.uct.ac.za/articles/figure/Wastewater_Biorefinery_Generic_Flowsheet_Algal_Bioreactor_Train/5579677,"{'posted': '2020-11-30T11:47:19', 'firstOnline': '2017-12-07T07:25:01'}",,,Generic flowsheet for an algal bioreactor train in a wastewater biorefinery highlighting probable units and products.,False,"[{'id': 256064, 'title': 'K5/2380 Water Research Commission, South Africa', 'grant_code': '', 'funder_name': None, 'is_user_defined': 1}]",False,,0,2,4
