id,public_url,posted_date,doi,title,description,type,categories,funders,count_categories,count_references,count_tags,origin,views,firstOnline,version
19242846,https://zivahub.uct.ac.za/articles/figure/Horse_Mackerel_2015_updated_assessment/19242846,2022-02-28T05:25:36,10.25375/uct.19242846.v1,Horse Mackerel 2015 updated assessment,The horse mackerel assessment has been updated with all available updated data. The estimated SR residuals have been extended by two further years (from up to 2011 to now up to 2013).,figure,"['Applied statistics', 'Biological mathematics', 'Biostatistics']",[],3,0,8,Comparison Records,73,2022-02-28T05:25:36,1
19204893,https://zivahub.uct.ac.za/articles/figure/Consolidated_analyses_produced_in_implementation_of_the_approaches_described_in_document_MARAM_IWS_DEC15_PengD_P1/19204893,2022-02-28T05:18:39,10.25375/uct.19204893.v1,Consolidated analyses produced in implementation of the approaches described in document MARAM/IWS/DEC15/PengD/P1,"<div>This consolidated document includes a series of analyses, conducted under the auspices of the Task Team,</div><div>implementing the simulation approach detailed in MARAM/IWS/DEC15/PengD/P1. </div>",figure,"['Applied statistics', 'Biological mathematics', 'Biostatistics']",[],3,0,7,Comparison Records,71,2022-02-28T05:18:39,1
19137134,https://zivahub.uct.ac.za/articles/figure/An_initial_investigation_into_the_increase_in_the_fishing_mortality_species_ratio_Fparadoxus_Fcapensis_in_recent_hake_assessments/19137134,2022-02-28T04:52:23,10.25375/uct.19137134.v1,An initial investigation into the increase in the fishing mortality species ratio (Fparadoxus/Fcapensis) in recent hake assessments,Recent hake assessments (Rademeyer and Butterworth 2016) have estimated the ratio of the fishing mortality on <i>M. paradoxu</i>s to that on <i>M. capensis</i> (Fpara/Fcap) for all fleets combined to be substantially higher than that estimated in previous assessments (Rademeyer and Butterworth 2014) (Figure 1). The performance of the current OMP has been tested based on projections that assumed that Fpara/Fcap would stay constant. It is therefore important to try to understand the reasons for this increase.,figure,"['Applied statistics', 'Biological mathematics', 'Biostatistics']",[],3,0,8,Comparison Records,51,2022-02-28T04:52:23,1
19121903,https://zivahub.uct.ac.za/articles/figure/Comparable_west_coast_rock_lobster_catch_and_effort_data_up_to_31_March_2016_for_the_past_five_seasons_with_implications_for_exceptional_circumstances_declarations/19121903,2022-02-28T04:38:52,10.25375/uct.19121903.v1,"Comparable west coast rock lobster catch and effort data up to 31 March 2016 for the past five seasons, with implications for exceptional circumstances declarations","<div>A FIMS survey has been conducted for super-area 8+ only for the 2015 season. Nevertheless, using the data that are available from the fishery (until 31 March 2015), the resource indices for each super-area can still be compared with the threshold levels below which Exceptional Circumstances (ECs) are invoked (see Appendix of FISHERIES/2015/AUG/SWG-WCRL/26 for the most recent example of these analyses) by following the procedure below.</div><div><br></div><div>As the trap and bakkie data currently available for the 2015 season are â€œnominalâ€ data and have not yet been standardised using GLM analyses, one needs to scale these nominal data (as presented in Table 1) to the 2011-2014 GLM standardised values, in order to use them to calculate combined indices for each super-area.</div>",figure,"['Biological mathematics', 'Biostatistics', 'Applied statistics']",[],3,0,8,Comparison Records,53,2022-02-28T04:38:52,1
19114787,https://zivahub.uct.ac.za/articles/figure/Constant_F_projections_under_single_species_assessments_of_Sebastes_mentella_and_S_fasciatus_in_Units_1_and_2/19114787,2022-02-28T04:36:19,10.25375/uct.19114787.v1,Constant F projections under single species assessments of Sebastes mentella and S. fasciatus in Units 1 and 2,"Results under constant fishing mortality (F) projections for the single species assessments of<i> S. mentella</i> and<i> S. fasciatus</i> (Rademeyer and Butterworth 2014) are presented in Figure 1. These assume the same commercial selectivities, both by species and by Unit, as applied in the past for the assessment.",figure,"['Applied statistics', 'Biological mathematics', 'Biostatistics']",[],3,0,7,Comparison Records,29,2022-02-28T04:36:19,1
16866337,https://zivahub.uct.ac.za/articles/figure/Extending_the_annular_in-plane_torsional_shear_test_specimen_to_applications_at_high_strain_rates_/16866337,2022-01-21T13:15:43,10.25375/uct.16866337.v1,Extending the annular in-plane torsional shear test specimen to applications at high strain rates.,"<div>The in-plane torsion test is a well-established test used for the characterisation of sheet metals. The specimen is intended to deform in planar simple shear and is designed to be machined with a continuous annular shear zone. As a result, there are no â€œedge effectsâ€ or geometric discontinuities to generate instabilities, thus large true strains up to 1 can be achieved. Before this research, the specimen had only been used for material characterisation in the quasi-static regime. The aim of this research was to conduct further quasi-static testing using the in-plane torsion test and to extend its use into the dynamic regime. Quasi-static tests were performed on a quasi-static torsional (QST) system that was designed to be integrated onto a Zwick universal testing machine. Dynamic tests were performed on a modified torsional split Hopkinson bar (TSHB) system. The TSHB system adopted a nested configuration which allowed for a longer incident bar, and thus larger obtainable strains. Two quick-release mechanisms were used, one using a novel reusable wedge and the other using fracture-pins. All specimens were manufactured from Al 1050 H14. Typical results agreed with material test data available in the literature. Both systems attained large strains at near-constant strain rates and together, allowed for material characterisation over a large range of strain rates. Near-uniform deformations were observed for specimens with lower strain gauge widths. An added feature of the specimen was the flat reverse face, which together with the nested configuration of both systems allows for the possibility for full-field DIC measurement in the future. An estimation method for steady-state flow stress is presented with the steady-state flow stress found to be rate dependant. Finally, a relationship between the steady-state flow stress and strain rate for all experimental results is proposed.</div>",figure,['Mechanical engineering not elsewhere classified'],[],1,0,8,Comparison Records,87,2022-01-21T13:15:43,1
17152244,https://zivahub.uct.ac.za/articles/figure/Addendum_to_MARAM_IWS_DEC16_Peng_Clos_P1a_rev/17152244,2021-12-21T08:12:33,10.25375/uct.17152244.v1,Addendum to MARAM/IWS/DEC16/Peng Clos/P1a rev,"<div>This document provides individual plots of the integration process (i.e. plots of the detection probability</div><div>curves superimposed onto the assumed prior distributions similar to Figure 1 of MARAM/IWS/DEC16/Peng</div><div>Clos/P1a rev) for all the runs in Table 7 of MARAM/IWS/DEC16/Peng Clos/P1a rev.</div><div><br></div><div>Plots are shown first for Dassen Island, then for Robben Island. Each page contains the full set of results for</div><div>a given data set and island. Each row shows the plots for the five years that were evaluated for a particular</div><div>model variant, and each row is labelled with a number corresponding to the numbering of the model variants</div><div>in Table 3 of MARAM/IWS/DEC16/Peng Clos/1a rev.</div>",figure,"['Applied statistics', 'Biological mathematics', 'Biostatistics']",[],3,0,9,Comparison Records,104,2021-12-21T08:12:33,1
17152625,https://zivahub.uct.ac.za/articles/figure/A_comparison_between_the_hake_cannibalism_and_inter-species_predation_models_presented_in_Bergh_et_al_2016_and_Ross-Gillespie_2016_/17152625,2021-12-21T08:08:19,10.25375/uct.17152625.v1,A comparison between the hake cannibalism and inter-species predation models presented in Bergh et al. (2016) and Ross-Gillespie (2016),"This document compares the structure, assumptions and results of the Bergh et al. (2016) and Ross-Gillespie (2016) hake cannibalism and inter-species predation models. For ease of reference, the Bergh et al. (2016) model will be referred to as the OLRAC model and the Ross-Gillespie (2016) model as the MARAM model.",figure,"['Applied statistics', 'Biological mathematics', 'Biostatistics']",[],3,0,11,Comparison Records,117,2021-12-21T08:08:19,1
17152475,https://zivahub.uct.ac.za/articles/figure/Updated_observer_catch-at-length_data_from_the_commercial_fisheries_at_the_main_Tristan_da_Cunha_island/17152475,2021-12-21T08:05:20,10.25375/uct.17152475.v1,Updated observer catch-at-length data from the commercial fisheries at the main Tristan da Cunha island,"Updated catch-at-length (CAL) data from samples collected from both the powerboats and the Edinburgh have recently been provided for the 2014 season. This document provides various comparative plots of these data compared with data from previous seasons.<div><br></div><div>MARAM/TRISTAN/2014/JAN/01 and MARAM/TRISTAN/2015/MAY/05 provided commercial CAL data for all four islands, whereas this document focuses only on such data collected from the main island of Tristan da Cunha. There were some errors made in in the documents above about the source of some of the data; these have been corrected here.</div>",figure,"['Biostatistics', 'Biological mathematics', 'Applied statistics']",[],3,0,8,Comparison Records,130,2021-12-21T08:05:20,1
16627558,https://zivahub.uct.ac.za/articles/figure/The_relationship_between_F0_1_and_FMSY_values_for_the_North_Atlantic_bluefin_assessments_and_its_dependence_on_the_Beverton-Holt_stock_recruitment_steepness_parameter_H_/16627558,2021-09-20T08:05:34,10.25375/uct.16627558.v1,The relationship between F0.1 and FMSY values for the North Atlantic bluefin assessments and its dependence on the Beverton-Holt stock recruitment steepness parameter H.,"<div>Values of the demographic and fishery parameters being used for projections for the current assessments of North Atlantic bluefin tuna were kindly provided Matt Lauretta (Western stock) and Tristan Rouyer and Rishi Sharma (Eastern stock), and are shown in Table 1. These values have been used in applying standard methods to compute F0.1 for each set of values, together with FMSY values as a function of the value of steepness h for a Beverton-Holt stock recruitment relationship. Note that the F values reported refer to apical F, i.e. the age at which selectivity is highest, being age 13 for the Western and age10+ for the Eastern stock.</div><div><br></div><div>The results are shown in Table 2 and Figure 1. For high values of h, FMSY exceeds F0.1, but the reverse is true for low values. The values of h at which the two values are equal are 0.70 and 0.80 for the Western stock for the low and high maturity vectors respectively, and 0.68 for the Eastern stock.</div>",figure,"['Applied statistics', 'Biological mathematics', 'Biostatistics']",[],3,0,8,Comparison Records,104,2021-09-20T08:05:34,1
16455516,https://zivahub.uct.ac.za/articles/figure/A_Comparison_of_West_Coast_Rock_Lobster_TACs_and_Catches_over_Recent_Seasons/16455516,2021-09-07T06:38:12,10.25375/uct.16455516.v1,A Comparison of West Coast Rock Lobster TACs and Catches over Recent Seasons,"The Tables that follow compare TACs awarded and catches made by Area by the Inshore and Offshore fisheries for West Coast rock lobster over recent years. For Area 8+ for more recent years, the data are shown split by two periods within the season. Note that the later of these two periods has yet to take place for the 2016/17 season.",figure,"['Applied statistics', 'Biological mathematics', 'Biostatistics']",[],3,0,7,Comparison Records,229,2021-09-07T06:38:12,1
16455438,https://zivahub.uct.ac.za/articles/figure/Retrospective_analysis_for_the_South_African_hake_resource_Reference_Case_Assessment/16455438,2021-09-07T06:34:27,10.25375/uct.16455438.v1,Retrospective analysis for the South African hake resource Reference Case Assessment,"<div>Figures 1 and 2 plot spawning biomass and recruitment results respectively for a retrospective analysis of the South African hake resource for the 2017 Reference Case (Rademeyer and Butterworth, 2017).</div><div><br></div><div>Over recent years the assessment has tended to somewhat underestimate M. paradoxus and somewhat overestimate M. capensis spawning biomass. There are no obvious retrospective patterns in recruitment estimates, though recent recruitment for both species was appreciably overestimated for the assessment when ended in 2012.</div>",figure,"['Applied statistics', 'Biological mathematics', 'Biostatistics']",[],3,0,7,Comparison Records,217,2021-09-07T06:34:27,1
16455477,https://zivahub.uct.ac.za/articles/figure/Updated_Reference_Set_Operating_Model_results_for_South_African_hake/16455477,2021-09-07T06:33:06,10.25375/uct.16455477.v1,Updated Reference Set Operating Model results for South African hake,"Results are given in Table 1 for a full cross of 3 centre-years x 3 natural mortality vectors x 2 stock-recruitment relationships (two OMs are still being run) that cover the key hake assessment uncertainties included in the Reference Set, which is now updated (both in terms of changes in methodology and further years data) to 2017.",figure,"['Applied statistics', 'Biological mathematics', 'Biostatistics']",[],3,0,7,Comparison Records,217,2021-09-07T06:33:06,1
15000633,https://zivahub.uct.ac.za/articles/figure/Plots_for_baseline_evaluation_trials_for_the_selected_SLA_for_West_Greenland_bowhead_whales_based_on_400_simulations/15000633,2021-07-20T13:18:30,10.25375/uct.15000633.v1,Plots for baseline evaluation trials for the selected SLA for West Greenland bowhead whales based on 400 simulations,<div>This paper provides results for a selection of evaluation trials for bowhead whales that have been rerun using 400 replicates. This exercise was done on the baseline evaluation trials. These trials and a short description are given in Table 1. For comparison the results for the SLA under 100 simulations is also plotted.</div>,figure,"['Applied statistics', 'Biological mathematics', 'Biostatistics']",[],3,0,8,Comparison Records,207,2021-07-20T13:18:30,1
14191163,https://zivahub.uct.ac.za/articles/figure/Some_clarification_of_plots_in_FISHERIES_NOV_2019_SWG-PEL_34/14191163,2021-03-12T08:01:40,10.25375/uct.14191163.v1,Some clarification of plots in FISHERIES/NOV/2019/SWG-PEL/34,Enquiries to the authors have indicated that there is some confusion about standard errors and standard errors of the mean of ð›¿ shown in Figures 1A and 1B of FISHERIES/NOV/2019/SWG-PEL/34. These further plots are intended to assist readers on that point.,figure,"['Biological mathematics', 'Applied statistics', 'Biostatistics']",[],3,0,6,Comparison Records,133,2021-03-12T08:01:40,1
14139677,https://zivahub.uct.ac.za/articles/figure/2021_CeBER_Research_Data_Management_Infographic/14139677,2021-03-02T09:31:15,10.25375/uct.14139677.v1,2021 CeBER Research Data Management Infographic,"An infographic outlining the complexities of Research Data Management in the Centre for Bioprocess Engineering Research at the University of Cape Town.<div>This includes internal data sharing and long term storage within the research group. The communication and publication of data in spaces branded at UCT and CeBER forms another part of this. However, a large part of our sharing and publication is also through outside entities. The interactions between the different data spaces are indicated with lines and arrows.</div>",figure,"['Data communications', 'Data models, storage and indexing', 'Chemical engineering not elsewhere classified']",[],3,0,9,Comparison Records,168,2021-03-02T09:31:15,1
5579674,https://zivahub.uct.ac.za/articles/figure/Wastewater_Biorefinery_Generic_Flowsheet_Bacterial_Bioreactor_Train/5579674,2020-11-30T11:48:18,10.25375/uct.5579674.v4,Wastewater Biorefinery Generic Flowsheet: Bacterial Bioreactor Train,Generic flowsheet for a bacterial bioreactor train in a wastewater biorefinery highlighting probable units and products.,figure,"['Chemical engineering not elsewhere classified', 'Bioprocessing, bioproduction and bioproducts']","[{'item_id': 5579674, 'grant_title': 'K5/2380 Water Research Commission, South Africa', 'funder_name': None, 'postDate': '2020-11-30T11:48:18'}]",2,2,6,Comparison Records,1511,2017-12-07T07:25:15,4
5579677,https://zivahub.uct.ac.za/articles/figure/Wastewater_Biorefinery_Generic_Flowsheet_Algal_Bioreactor_Train/5579677,2020-11-30T11:47:19,10.25375/uct.5579677.v4,Wastewater Biorefinery Generic Flowsheet: Algal Bioreactor Train,Generic flowsheet for an algal bioreactor train in a wastewater biorefinery highlighting probable units and products.,figure,"['Chemical engineering not elsewhere classified', 'Bioprocessing, bioproduction and bioproducts']","[{'item_id': 5579677, 'grant_title': 'K5/2380 Water Research Commission, South Africa', 'funder_name': None, 'postDate': '2020-11-30T11:47:19'}]",2,2,6,Comparison Records,1448,2017-12-07T07:25:01,4
5579686,https://zivahub.uct.ac.za/articles/figure/Wastewater_Biorefinery_Generic_Flowsheet_Macrophyte_Bioreactor_Train/5579686,2020-11-30T11:47:04,10.25375/uct.5579686.v4,Wastewater Biorefinery Generic Flowsheet: Macrophyte Bioreactor Train,Generic flowsheet for an macrophyte bioreactor train in a wastewater biorefinery highlighting probable units and products.,figure,['Chemical engineering not elsewhere classified'],"[{'item_id': 5579686, 'grant_title': 'K5/2380 Water Research Commission, South Africa', 'funder_name': None, 'postDate': '2020-11-30T11:47:04'}]",1,2,6,Comparison Records,1627,2017-12-07T07:24:06,4
5579722,https://zivahub.uct.ac.za/articles/figure/Wastewater_Biorefinery_Generic_Flowsheet_Fungal_Bioreactor_Train/5579722,2020-11-30T11:46:47,10.25375/uct.5579722.v4,Wastewater Biorefinery Generic Flowsheet: Fungal Bioreactor Train,Generic flowsheet for an fungal bioreactor train in a wastewater biorefinery highlighting probable units and products.,figure,"['Chemical engineering not elsewhere classified', 'Bioprocessing, bioproduction and bioproducts']","[{'item_id': 5579722, 'grant_title': 'K5/2380 Water Research Commission, South Africa', 'funder_name': None, 'postDate': '2020-11-30T11:46:47'}]",2,2,7,Comparison Records,1572,2017-11-09T07:48:12,4
5579653,https://zivahub.uct.ac.za/articles/figure/Wastewater_Biorefinery_Generic_Flowsheet_Overview/5579653,2020-05-28T08:18:49,10.25375/uct.5579653.v4,Wastewater Biorefinery Generic Flowsheet: Overview,Generic flowsheet for a wastewater biorefinery highlighting probable units and products.,figure,"['Chemical engineering not elsewhere classified', 'Wastewater treatment processes', 'Bioprocessing, bioproduction and bioproducts']","[{'item_id': 5579653, 'grant_title': 'K5/2380 Water Research Commission, South Africa', 'funder_name': None, 'postDate': '2020-05-28T08:18:49'}]",3,2,7,Comparison Records,1595,2018-01-22T09:26:49,4
11907027,https://zivahub.uct.ac.za/articles/figure/Equipment_for_Studies_on_Heap_Leaching_Test_Columns/11907027,2020-03-09T09:28:56,10.25375/uct.11907027.v2,Equipment for Studies on Heap Leaching Test Columns,Heap leaching columns designed in CeBER for use in a variety of hydrometallurgy studies.<div><br></div><div>Most recently used in tracer studies for a PhD project.</div>,figure,"['Chemical engineering not elsewhere classified', 'Hydrometallurgy']",[],2,0,6,Comparison Records,696,2020-02-27T10:07:53,2
11854716,https://zivahub.uct.ac.za/articles/figure/Desulfobulbus_propionicus_cell_diagram/11854716,2020-03-09T09:28:40,10.25375/uct.11854716.v1,Desulfobulbus propionicus cell diagram,Features within this diagram are based on metagenomic data recovered from a continous biological sulphate reducing reactor system.,figure,"['Microbiology not elsewhere classified', 'Microbial genetics']","[{'item_id': 11854716, 'grant_title': 'South African Water Research Commission (WRC) project K5-2393', 'funder_name': None, 'postDate': '2020-03-09T09:28:40'}]",2,0,5,Comparison Records,483,2020-03-09T09:28:40,1
11902545,https://zivahub.uct.ac.za/articles/figure/Figure_4_Forest_plot_of_sensitivity_and_specificity_of_handheld_echocardiography_for_definite_RHD/11902545,2020-03-02T05:59:41,10.25375/uct.11902545.v1,Figure 4: Forest plot of sensitivity and specificity of handheld echocardiography for definite RHD,"Forest plot of sensitivity and specificity of handheld echocardiography for definite RHD generated for meta-analysis in the systematic review:<br><br>Standard echocardiography versus handheld echocardiography for the detection of subclinical rheumatic heart disease: A systematic review and meta-analysis of diagnostic accuracy<br><br>PROSPERO registration number: CRD42016051261<br><br>Plot was generated using the Review Manager (RevMan) software package, version 5.3.<br><br>Meta-analysis was performed using SAS<sup>Â®</sup> software, version 9.4.",figure,"['Cardiology (incl. cardiovascular diseases)', 'Community child health']",[],2,1,7,Comparison Records,628,2020-03-02T05:59:41,1
11902527,https://zivahub.uct.ac.za/articles/figure/Figure_3_Summary_ROC_plot_of_sensitivity_versus_specificity_of_handheld_echocardiography_for_any_RHD/11902527,2020-03-02T05:59:13,10.25375/uct.11902527.v1,Figure 3: Summary ROC plot of sensitivity versus specificity of handheld echocardiography for any RHD,"Summary ROC plot of sensitivity versus specificity of handheld echocardiography for any RHD generated for meta-analysis in the systematic review:<br><br>Standard echocardiography versus handheld echocardiography for the detection of subclinical rheumatic heart disease: A systematic review and meta-analysis of diagnostic accuracy<br><br>PROSPERO registration number: CRD42016051261<br><br>Plot was generated using the Review Manager (RevMan) software package, version 5.3.<br><br>Meta-analysis was performed using SAS<sup>Â®</sup> software, version 9.4.",figure,"['Cardiology (incl. cardiovascular diseases)', 'Community child health']",[],2,1,7,Comparison Records,628,2020-03-02T05:59:13,1
