,custom_fields,figshare_url,description,funding,version,status,size,created_date,modified_date,is_public,is_confidential,is_metadata_record,confidential_reason,metadata_reason,license,references,has_linked_file,citation,is_embargoed,embargo_date,embargo_type,embargo_title,embargo_reason,embargo_options,id,title,doi,handle,url,published_date,thumb,defined_type,defined_type_name,group_id,url_private_api,url_public_api,url_private_html,url_public_html,timeline,resource_title,resource_doi,views,posted,firstOnline,group_name,parent_group_name,Associated Collection (custom field),Building,Data Classification,Did you add a README file?,Grant number,I confirm the information shared has been deidentified.,Issue,Journal,Lab,Lab Group (custom field),Language,List added by CSV,Type of Subject,Volume,email,links,test,test custoom field,ttest,Досвід
10,"[{'name': 'Associated Collection (custom field)', 'value': ''}]",https://faber.figsh.com/articles/dataset/Fully_embargoed1/8149046,<p>Description</p>,,1,public,156045,2022-12-15T18:32:02Z,2022-12-15T18:32:03Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",[],False,"faber, figshare admin (2022): Fully embargoed1. Faber College. Dataset. https://hdl.handle.net/10779/stage_penn_handle.8149046.v1",True,2047-11-08,article,File(s) under embargo,,"[{'id': 121, 'type': 'logged_in', 'ip_name': '', 'group_ids': []}]",8149046,Fully embargoed1,,10779/stage_penn_handle.8149046.v1,https://api.figsh.com/v2/articles/8149046,2022-12-15T18:32:02Z,https://ndownloader.figsh.com/files/830247882/preview/830247882/thumb.png,3,dataset,9991,https://api.figsh.com/v2/account/articles/8149046,https://api.figsh.com/v2/articles/8149046,https://figsh.com/account/articles/8149046,https://faber.figsh.com/articles/dataset/Fully_embargoed1/8149046,"{'posted': '2022-12-15T18:32:02', 'firstOnline': '2022-12-15T18:32:02', 'id': 8149046}",,,0,2022-12-15T18:32:02,2022-12-15T18:32:02,Faber College,Faber College,,,,,,,,,,,,,,,,,,,,
11,"[{'name': 'Associated Collection (custom field)', 'value': []}]",https://faber.figsh.com/articles/journal_contribution/A_Survey_on_Data-driven_Network_Intrusion_Detection/8119798,"Data-driven network intrusion detection (NID) has a tendency towards minority attack classes compared to normal traffic. Many datasets are collected in simulated environments rather than real-world networks. These challenges undermine the performance of intrusion detection machine learning models by fitting machine learning models to unrepresentative “sandbox” datasets. This survey presents a taxonomy with eight main challenges and explores common datasets from 1999 to 2020. Trends are analyzed on the challenges in the past decade and future directions are proposed on expanding NID into cloud-based environments, devising scalable models for large network data, and creating labeled datasets collected in real-world networks.",,1,public,24520,2022-12-15T18:15:43Z,2023-03-02T15:34:40Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",[],False,"faber, figshare admin; Chou, Dylan; Jiang, Meng (2022): A Survey on Data-driven Network Intrusion Detection. Faber College. Journal contribution. https://hdl.handle.net/10779/stage_penn_handle.8119798.v1",True,2023-05-15,article,File(s) under embargo,,"[{'id': 121, 'type': 'logged_in', 'ip_name': '', 'group_ids': []}]",8119798,A Survey on Data-driven Network Intrusion Detection,,10779/stage_penn_handle.8119798.v1,https://api.figsh.com/v2/articles/8119798,2022-12-15T18:15:43Z,https://ndownloader.figsh.com/files/830247832/preview/830247832/thumb.png,6,journal contribution,9991,https://api.figsh.com/v2/account/articles/8119798,https://api.figsh.com/v2/articles/8119798,https://figsh.com/account/articles/8119798,https://faber.figsh.com/articles/journal_contribution/A_Survey_on_Data-driven_Network_Intrusion_Detection/8119798,"{'posted': '2022-12-15T18:15:43', 'firstOnline': '2022-01-01T00:00:00', 'id': 8119798}",A Survey on Data-driven Network Intrusion Detection,10.1145/3472753,0,2022-12-15T18:15:43,2022-01-01T00:00:00,Faber College,Faber College,[],,,,,,,,,,,,,,,,,,,
12,"[{'name': 'Associated Collection (custom field)', 'value': []}]",https://faber.figsh.com/articles/dataset/Biodiversity_count_at_Attenborough_nature_reserve/8112610,<p>a really good description </p>,NSFDEB-NERC: Collaborative Research: Informing population models with evolutionary theory to infer species' conservation status,1,public,84687,2022-11-25T14:27:31Z,2022-11-25T14:27:31Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",[],False,"Clark, Adrian (2022): Biodiversity count at Attenborough nature reserve. Faber College. Dataset. https://doi.org/10.0166/FK2.stagefigshare.8112610.v1",False,,file,,,[],8112610,Biodiversity count at Attenborough nature reserve,10.0166/FK2.stagefigshare.8112610.v1,,https://api.figsh.com/v2/articles/8112610,2022-11-25T14:27:31Z,,3,dataset,9991,https://api.figsh.com/v2/account/articles/8112610,https://api.figsh.com/v2/articles/8112610,https://figsh.com/account/articles/8112610,https://faber.figsh.com/articles/dataset/Biodiversity_count_at_Attenborough_nature_reserve/8112610,"{'posted': '2022-11-25T14:27:31', 'firstOnline': '2022-11-25T14:27:31', 'id': 8112610}",,,0,2022-11-25T14:27:31,2022-11-25T14:27:31,Faber College,Faber College,[],,,,,,,,,,,,,,,,,,,
13,"[{'name': 'Associated Collection (custom field)', 'value': []}]",https://faber.figsh.com/articles/journal_contribution/Was_fully_embargoed_-_published_-_then_unpublished_-_handle_removed_-_DOI_added/8075655,<p>Description</p>,,1,public,83,2023-04-05T15:21:57Z,2023-04-05T15:21:57Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",[],False,"faber, figshare admin (2022): Was fully embargoed - published - then unpublished - handle removed - DOI added. Faber College. Journal contribution. https://doi.org/10.0166/FK2.stagefigshare.8075655.v1",False,,file,,,[],8075655,Was fully embargoed - published - then unpublished - handle removed - DOI added,10.0166/FK2.stagefigshare.8075655.v1,,https://api.figsh.com/v2/articles/8075655,2023-04-05T15:21:57Z,,6,journal contribution,9991,https://api.figsh.com/v2/account/articles/8075655,https://api.figsh.com/v2/articles/8075655,https://figsh.com/account/articles/8075655,https://faber.figsh.com/articles/journal_contribution/Was_fully_embargoed_-_published_-_then_unpublished_-_handle_removed_-_DOI_added/8075655,"{'posted': '2023-04-05T15:21:57', 'firstOnline': '2022-11-09T00:35:47', 'id': 8075655}",,,0,2023-04-05T15:21:57,2022-11-09T00:35:47,Faber College,Faber College,[],,,,,,,,,,,,,,,,,,,
14,"[{'name': 'Associated Collection (custom field)', 'value': []}]",https://faber.figsh.com/articles/dataset/Fully_embargoed1/8075653,<p>Description</p>,,1,public,6608,2022-11-09T00:35:29Z,2022-11-09T00:35:29Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",[],False,"faber, figshare admin (2022): Fully embargoed1. Faber College. Dataset. https://hdl.handle.net/10779/stage_penn_handle.8075653.v1",True,2047-11-08,article,File(s) under embargo,,"[{'id': 121, 'type': 'logged_in', 'ip_name': '', 'group_ids': []}]",8075653,Fully embargoed1,,10779/stage_penn_handle.8075653.v1,https://api.figsh.com/v2/articles/8075653,2022-11-09T00:35:29Z,,3,dataset,9991,https://api.figsh.com/v2/account/articles/8075653,https://api.figsh.com/v2/articles/8075653,https://figsh.com/account/articles/8075653,https://faber.figsh.com/articles/dataset/Fully_embargoed1/8075653,"{'posted': '2022-11-09T00:35:29', 'firstOnline': '2022-11-09T00:35:29', 'id': 8075653}",,,0,2022-11-09T00:35:29,2022-11-09T00:35:29,Faber College,Faber College,[],,,,,,,,,,,,,,,,,,,
15,"[{'name': 'Associated Collection (custom field)', 'value': []}]",https://faber.figsh.com/articles/book/A_Book/8064389,<p>A open access text about human communication</p>,,1,public,55296,2022-12-08T15:35:44Z,2023-01-08T00:10:02Z,True,False,False,https://google.com,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",[],False,"Thomas, JJ (2022): A Book. Faber College. Book. https://doi.org/10.0166/FK2.stagefigshare.8064389.v1",False,,,,https://google.com,[],8064389,A Book,10.0166/FK2.stagefigshare.8064389.v1,,https://api.figsh.com/v2/articles/8064389,2022-12-08T15:35:44Z,https://s3-eu-west-1.amazonaws.com/testfigsharepreviews.figshare.com/830240444/thumb.png,13,book,9991,https://api.figsh.com/v2/account/articles/8064389,https://api.figsh.com/v2/articles/8064389,https://figsh.com/account/articles/8064389,https://faber.figsh.com/articles/book/A_Book/8064389,"{'posted': '2022-12-08T15:35:44', 'firstOnline': '2022-12-08T15:35:44', 'id': 8064389}",,,46,2022-12-08T15:35:44,2022-12-08T15:35:44,Faber College,Faber College,[],,,,,,,,,,,,,,,,,,,
16,"[{'name': 'Associated Collection (custom field)', 'value': []}]",https://faber.figsh.com/articles/dataset/Geiger_Count_Readings/8060569,<p>readings of Geiger count exposure at test zone X</p>,,2,public,584203,2022-11-01T11:14:43Z,2022-11-01T11:14:43Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",[],False,"faber, figshare admin (2022): Geiger Count Readings. Faber College. Dataset. https://doi.org/10.0166/FK2.stagefigshare.8060569.v2",False,,file,,,[],8060569,Geiger Count Readings,10.0166/FK2.stagefigshare.8060569.v2,,https://api.figsh.com/v2/articles/8060569,2022-11-01T11:14:43Z,https://s3-eu-west-1.amazonaws.com/testfigsharepreviews.figshare.com/830195839/thumb.png,3,dataset,9991,https://api.figsh.com/v2/account/articles/8060569,https://api.figsh.com/v2/articles/8060569,https://figsh.com/account/articles/8060569,https://faber.figsh.com/articles/dataset/Geiger_Count_Readings/8060569,"{'posted': '2022-11-01T11:14:43', 'firstOnline': '2022-11-01T11:07:47', 'id': 8060569}",,,0,2022-11-01T11:14:43,2022-11-01T11:07:47,Faber College,Faber College,[],,,,,,,,,,,,,,,,,,,
17,"[{'name': 'Associated Collection (custom field)', 'value': []}]",https://faber.figsh.com/articles/thesis/This_Breaking_Where_Red_Things_Wade_textual_hybridity_in_Anne_Carson_s_Autobiography_of_red_and_Michael_Ondaatje_s_The_Collected_Works_of_Billy_the_Kid/8053828,"Carson draws on classical mythology and epic literature in her novella Autobiography of Red, wresting the time-tested resonance of the Hercules myth from classical antiquity and lending it a modern flair. Michael Ondaatje, a Canadian writer like Carson, explores a different sort of mythology in The Collected Works of Billy the Kid, turning to the great American epic of the Wild West. His exploration of Billy the Kid depicts a historical figure who becomes mythologized through his representation in popular culture, a man who comes to symbolize the untamed and endlessly seductive frontier. Yet even as Carson and Ondaatje turn to popular myths for inspiration, both authors have a vexed relationship with mythology. Each author reinterprets myths in order to shed light on neglected or alternative possibilities inherent in these passed-down stories.",,3,public,593684,2023-02-10T16:22:21Z,2023-02-10T16:22:21Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",[],False,"Shook-Test, Wendy (2022): This Breaking Where Red Things Wade: textual hybridity in Anne Carson's Autobiography of red and Michael Ondaatje's The Collected Works of Billy the Kid. Faber College. Thesis. https://doi.org/10.0166/FK2.stagefigshare.8053828.v3",False,,file,,,[],8053828,This Breaking Where Red Things Wade: textual hybridity in Anne Carson's Autobiography of red and Michael Ondaatje's The Collected Works of Billy the Kid,10.0166/FK2.stagefigshare.8053828.v3,,https://api.figsh.com/v2/articles/8053828,2023-02-10T16:22:21Z,https://s3-eu-west-1.amazonaws.com/testfigsharepreviews.figshare.com/830311408/thumb.png,8,thesis,9991,https://api.figsh.com/v2/account/articles/8053828,https://api.figsh.com/v2/articles/8053828,https://figsh.com/account/articles/8053828,https://faber.figsh.com/articles/thesis/This_Breaking_Where_Red_Things_Wade_textual_hybridity_in_Anne_Carson_s_Autobiography_of_red_and_Michael_Ondaatje_s_The_Collected_Works_of_Billy_the_Kid/8053828,"{'posted': '2023-02-10T16:22:21', 'firstOnline': '2022-10-27T00:00:00', 'id': 8053828}",,,0,2023-02-10T16:22:21,2022-10-27T00:00:00,Faber College,Faber College,[],,,,,,,,,,,,,,,,,,,
18,"[{'name': 'Associated Collection (custom field)', 'value': []}]",https://faber.figsh.com/articles/online_resource/State_of_the_Open_Data/8010920,<p>As much as descriptive text as possible.</p>,,1,public,2621716,2022-12-08T19:56:15Z,2023-01-08T00:10:01Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",[],False,"Turner, Claire; Turner, Claire (2022): State of the Open Data. Faber College. Online resource. https://doi.org/10.0166/FK2.stagefigshare.8010920.v1",False,,,,,[],8010920,State of the Open Data,10.0166/FK2.stagefigshare.8010920.v1,,https://api.figsh.com/v2/articles/8010920,2022-12-08T19:56:15Z,https://s3-eu-west-1.amazonaws.com/testfigsharepreviews.figshare.com/830169076/thumb.png,11,online resource,9991,https://api.figsh.com/v2/account/articles/8010920,https://api.figsh.com/v2/articles/8010920,https://figsh.com/account/articles/8010920,https://faber.figsh.com/articles/online_resource/State_of_the_Open_Data/8010920,"{'posted': '2022-12-08T19:56:15', 'firstOnline': '2022-10-05T14:36:33', 'id': 8010920}",Mesenchymal stem cells and exosomes improve cognitive function in the aging brain by promoting neurogenesis,10.3389/fnagi.2022.1010562,0,2022-12-08T19:56:15,2022-10-05T14:36:33,Faber College,Faber College,[],,,,,,,,,,,,,,,,,,,
19,"[{'name': 'Associated Collection (custom field)', 'value': []}]",https://faber.figsh.com/articles/dataset/Test_Batch_upload2_IP_embargo/7907080,Testing this out,,1,public,98097,2022-10-05T22:17:41Z,2022-10-05T22:17:42Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}","['http://www.bdnyc.org', 'http://www.recons.org']",False,"Na, Young In (2022): Test Batch upload2 IP embargo. Faber College. Dataset. https://hdl.handle.net/10779/stage_penn_handle.7907080.v1",True,,article,Embargoed by IP,,"[{'id': 121, 'type': 'logged_in', 'ip_name': '', 'group_ids': []}]",7907080,Test Batch upload2 IP embargo,,10779/stage_penn_handle.7907080.v1,https://api.figsh.com/v2/articles/7907080,2022-10-05T22:17:41Z,,3,dataset,9991,https://api.figsh.com/v2/account/articles/7907080,https://api.figsh.com/v2/articles/7907080,https://figsh.com/account/articles/7907080,https://faber.figsh.com/articles/dataset/Test_Batch_upload2_IP_embargo/7907080,"{'posted': '2022-10-05T22:17:41', 'firstOnline': '2022-08-19T17:43:30', 'id': 7907080}",,,0,2022-10-05T22:17:41,2022-08-19T17:43:30,Faber College,Faber College,[],,,,,,,,,,,,,,,,,,,
20,"[{'name': 'Associated Collection (custom field)', 'value': []}]",https://faber.figsh.com/articles/poster/Article_Title_with_Special_Characters_Ts_h_sen_stsest_tse_/7341492,Detailed description - brand new text editor coming soon<br>,KSI: 'Master Plan 100% Climate Protection in the Flensburg Region' 100% cooperation for 100% climate protection,2,public,155880,2022-02-23T01:58:16Z,2023-03-22T23:54:11Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",[],False,"Moss, Andrew (2021): Article Title with Special Characters Tsėhésenėstsestȯtse Т, У, Ф. Faber College. Poster. https://doi.org/10.0166/FK2.stagefigshare.7341492.v2",False,,article,,,[],7341492,"Article Title with Special Characters Tsėhésenėstsestȯtse Т, У, Ф",10.0166/FK2.stagefigshare.7341492.v2,,https://api.figsh.com/v2/articles/7341492,2022-02-23T01:58:16Z,https://s3-eu-west-1.amazonaws.com/testfigsharepreviews.figshare.com/829776522/thumb.png,5,poster,9991,https://api.figsh.com/v2/account/articles/7341492,https://api.figsh.com/v2/articles/7341492,https://figsh.com/account/articles/7341492,https://faber.figsh.com/articles/poster/Article_Title_with_Special_Characters_Ts_h_sen_stsest_tse_/7341492,"{'posted': '2022-02-23T01:58:16', 'firstOnline': '2021-12-14T20:39:47', 'id': 7341492}",The FAIR Guiding Principles for scientific data management and stewardship,10.1038/sdata.2016.18,0,2022-02-23T01:58:16,2021-12-14T20:39:47,Faber College,Faber College,[],,,,,,,,,,,,,,,,,,,
21,"[{'name': 'Associated Collection (custom field)', 'value': []}]",https://faber.figsh.com/articles/online_resource/Diary_1818-1840/7334522,"<p>Metadata is visible and discoverable, not the file itself.</p>",,1,public,1665677,2022-04-12T23:50:20Z,2022-04-13T16:22:26Z,True,True,False,Please visit the library or contact _______ to learn how you can access this information.,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",[],False,"Darwin, Charles (2021): Diary 1818-1840. Faber College. Online resource. https://doi.org/10.0166/FK2.stagefigshare.7334522.v1",True,,file,This is part of special collections,Please visit the library or contact _______ to learn how you can access this information.,[],7334522,Diary 1818-1840,10.0166/FK2.stagefigshare.7334522.v1,,https://api.figsh.com/v2/articles/7334522,2022-04-12T23:50:01Z,https://ndownloader.figsh.com/files/829925589/preview/829925589/thumb.png,11,online resource,9991,https://api.figsh.com/v2/account/articles/7334522,https://api.figsh.com/v2/articles/7334522,https://figsh.com/account/articles/7334522,https://faber.figsh.com/articles/online_resource/Diary_1818-1840/7334522,"{'posted': '2022-04-12T23:50:01', 'firstOnline': '2021-11-16T15:13:18', 'id': 7334522}",,,95,2022-04-12T23:50:01,2021-11-16T15:13:18,Faber College,Faber College,[],,,,,,,,,,,,,,,,,,,
22,"[{'name': 'Associated Collection (custom field)', 'value': []}]",https://faber.figsh.com/articles/journal_contribution/Validation_of_a_Postextubation_Dysphagia_Screening_Tool_for_Patients_After_Prolonged_Endotracheal_Intubation/7183896,"This paper cannot be made public but a copy is stored in the repository behind an embargo. Ideally it would be assigned a handle, not a DOI.<br>",NIHR Mental Health MedTech Co-operative (short name: NIHR MindTech MedTech Co-operative),1,public,1326153,2021-08-27T21:56:26Z,2023-02-19T00:10:01Z,True,False,False,Publisher policy,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",[],False,"Johnson, Karen; Speirs, Lauri; Mitchell, Anne (2021): Validation of a Postextubation Dysphagia Screening Tool for Patients After Prolonged Endotracheal Intubation. Faber College. Journal contribution. https://doi.org/10.0166/FK2.stagefigshare.7183896.v1",False,,,,Publisher policy,[],7183896,Validation of a Postextubation Dysphagia Screening Tool for Patients After Prolonged Endotracheal Intubation,10.0166/FK2.stagefigshare.7183896.v1,,https://api.figsh.com/v2/articles/7183896,2021-08-27T21:56:26Z,https://s3-eu-west-1.amazonaws.com/testfigsharepreviews.figshare.com/829673856/thumb.png,6,journal contribution,9991,https://api.figsh.com/v2/account/articles/7183896,https://api.figsh.com/v2/articles/7183896,https://figsh.com/account/articles/7183896,https://faber.figsh.com/articles/journal_contribution/Validation_of_a_Postextubation_Dysphagia_Screening_Tool_for_Patients_After_Prolonged_Endotracheal_Intubation/7183896,"{'posted': '2021-08-27T21:56:26', 'firstOnline': '2021-08-27T21:56:26', 'id': 7183896}",Validation of a Postextubation Dysphagia Screening Tool for Patients After Prolonged Endotracheal Intubation,10.4037/ajcc2018483,0,2021-08-27T21:56:26,2021-08-27T21:56:26,Faber College,Faber College,[],,,,,,,,,,,,,,,,,,,
23,"[{'name': 'Associated Collection (custom field)', 'value': []}]",https://faber.figsh.com/articles/dataset/Box_plot_of_heights_for_treatment_and_control_in_the_study/7124066,A detailed and eloquent description<br>,Collaborative Research: Damage Compliant Inelastic Design Parameters for Performance-Based-Seismic-Design of Slender RC Columns,1,public,55296,2022-04-25T23:01:25Z,2022-05-19T14:56:08Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",[],False,"Speirs, Lauri; Mck, Andrew (2021): Box plot of heights for treatment and control in the study. Faber College. Dataset. https://doi.org/10.0166/FK2.stagefigshare.7124066.v1",False,,file,,,[],7124066,Box plot of heights for treatment and control in the study,10.0166/FK2.stagefigshare.7124066.v1,,https://api.figsh.com/v2/articles/7124066,2021-11-05T13:45:08Z,https://s3-eu-west-1.amazonaws.com/testfigsharepreviews.figshare.com/829650776/thumb.png,3,dataset,9991,https://api.figsh.com/v2/account/articles/7124066,https://api.figsh.com/v2/articles/7124066,https://figsh.com/account/articles/7124066,https://faber.figsh.com/articles/dataset/Box_plot_of_heights_for_treatment_and_control_in_the_study/7124066,"{'posted': '2021-11-05T13:45:08', 'firstOnline': '2021-11-01T00:00:00', 'id': 7124066}",The State of Open Data 2020,10.6084/m9.figshare.13227875.v2,76,2021-11-05T13:45:08,2021-11-01T00:00:00,Faber College,Faber College,[],,,,,,,,,,,,,,,,,,,
24,"[{'name': 'Lab', 'value': 'snow'}]",https://faber.figsh.com/articles/figure/Dataset_for_my_research/7039568,A description<br>,The Mechanistic Study on N-doped Carbon Nanomaterials as Highly Efficient Cathode for Fuel Cells,1,public,0,2021-04-21T19:08:55Z,2022-05-19T14:55:08Z,True,False,True,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",[],False,"Mck, Andrew; faber, figshare admin; doe, jane (2021): Dataset for my research. Faber College. Figure. https://doi.org/10.0166/FK2.stagefigshare.7039568.v1",False,,article,,,[],7039568,Dataset for my research,10.0166/FK2.stagefigshare.7039568.v1,,https://api.figsh.com/v2/articles/7039568,2021-04-19T20:46:12Z,,1,figure,9991,https://api.figsh.com/v2/account/articles/7039568,https://api.figsh.com/v2/articles/7039568,https://figsh.com/account/articles/7039568,https://faber.figsh.com/articles/figure/Dataset_for_my_research/7039568,"{'posted': '2021-04-19T20:46:12', 'firstOnline': '2021-04-19T20:46:12', 'id': 7039568}",,,366,2021-04-19T20:46:12,2021-04-19T20:46:12,Faber College,Faber College,,,,,,,,,snow,,,,,,,,,,,
25,"[{'name': 'Associated Collection (custom field)', 'value': []}]",https://faber.figsh.com/articles/dataset/Working_Data2/7017310,"<p>Update: All formerly null values have been interpolated.</p>
<p>has been unpublished and republished many times<br>
</p>",,1,public,138,2022-08-17T17:54:26Z,2022-08-17T17:54:26Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",[],False,"Skolnick, Lewis; Ludgate, April; Hollyfeld, Lazlo (2021): Working Data2. Faber College. Dataset. https://doi.org/10.0166/FK2.stagefigshare.7017310.v1",False,,file,,,[],7017310,Working Data2,10.0166/FK2.stagefigshare.7017310.v1,,https://api.figsh.com/v2/articles/7017310,2022-08-17T17:54:26Z,,3,dataset,9991,https://api.figsh.com/v2/account/articles/7017310,https://api.figsh.com/v2/articles/7017310,https://figsh.com/account/articles/7017310,https://faber.figsh.com/articles/dataset/Working_Data2/7017310,"{'posted': '2022-08-17T17:54:26', 'firstOnline': '2021-09-30T17:53:58', 'id': 7017310}",,,0,2022-08-17T17:54:26,2021-09-30T17:53:58,Faber College,Faber College,[],,,,,,,,,,,,,,,,,,,
26,"[{'name': 'Lab', 'value': 'FilmHistory'}, {'name': 'Grant number', 'value': ''}]",https://faber.figsh.com/articles/dataset/Filming_Locations_for_Animal_House/6954642,<div>Several locations where Animal House was filmed. <br></div><div><br></div><div>Data from <br></div><div><br></div><div>https://www.movie-locations.com/movies/n/National-Lampoons-Animal-House.php and <a><br></a></div><div><a><br></a></div><div><a>https://stories.usatodaynetwork.com/animalhouse/photo-gallery/</a></div>,,1,public,1110,2020-10-16T23:14:44Z,2022-04-13T02:42:29Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",[],False,"faber, figshare admin (2020): Filming Locations for Animal House. Faber College. Dataset. https://doi.org/10.0166/FK2.stagefigshare.6954642.v1",False,,file,,,[],6954642,Filming Locations for Animal House,10.0166/FK2.stagefigshare.6954642.v1,,https://api.figsh.com/v2/articles/6954642,2020-10-16T23:14:44Z,,3,dataset,9991,https://api.figsh.com/v2/account/articles/6954642,https://api.figsh.com/v2/articles/6954642,https://figsh.com/account/articles/6954642,https://faber.figsh.com/articles/dataset/Filming_Locations_for_Animal_House/6954642,"{'posted': '2020-10-16T23:14:44', 'firstOnline': '2020-10-16T23:14:44', 'id': 6954642}",,,0,2020-10-16T23:14:44,2020-10-16T23:14:44,Faber College,Faber College,,,,,,,,,FilmHistory,,,,,,,,,,,
27,"[{'name': 'Associated Collection (custom field)', 'value': []}]",https://faber.figsh.com/articles/online_resource/Greatest_Research_Ever_/5794944,A newsletter template to be used by all labs. We must present a uniform image to our students!<br>,,2,public,235122,2020-10-16T23:15:03Z,2021-11-30T01:25:31Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",['http://figshare.com'],False,"faber, figshare admin (2017): Newsletter Template with Great Preview. Faber College. Online resource. https://doi.org/10.0166/FK2.stagefigshare.5794944.v2",False,,file,,,[],5794944,Newsletter Template with Great Preview,10.0166/FK2.stagefigshare.5794944.v2,,https://api.figsh.com/v2/articles/5794944,2020-10-16T23:15:03Z,https://s3-eu-west-1.amazonaws.com/testfigsharepreviews.figshare.com/8240584/thumb.png,11,online resource,9991,https://api.figsh.com/v2/account/articles/5794944,https://api.figsh.com/v2/articles/5794944,https://figsh.com/account/articles/5794944,https://faber.figsh.com/articles/online_resource/Greatest_Research_Ever_/5794944,"{'posted': '2020-10-16T23:15:03', 'firstOnline': '2017-11-03T02:20:08', 'id': 5794944}",,,100,2020-10-16T23:15:03,2017-11-03T02:20:08,Faber College,Faber College,[],,,,,,,,,,,,,,,,,,,
28,"[{'name': 'Lab', 'value': '123456'}, {'name': 'Data Classification', 'value': ['Restricted']}]",https://faber.figsh.com/articles/poster/New_document_with_links/5752309,This poster describes a way to modify neuron communication.<br>,,2,public,219977,2020-10-16T23:15:20Z,2022-04-13T02:42:29Z,True,True,False,sensitive,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",[],False,"faber, figshare admin (2017): Really Sensitive Information. Faber College. Poster. https://doi.org/10.0166/FK2.stagefigshare.5752309.v2",True,,file,File(s) under embargo,sensitive,"[{'id': 121, 'type': 'logged_in', 'ip_name': '', 'group_ids': []}]",5752309,Really Sensitive Information,10.0166/FK2.stagefigshare.5752309.v2,,https://api.figsh.com/v2/articles/5752309,2020-10-16T23:15:20Z,https://ndownloader.figsh.com/files/8219843/preview/8219843/thumb.png,5,poster,9991,https://api.figsh.com/v2/account/articles/5752309,https://api.figsh.com/v2/articles/5752309,https://figsh.com/account/articles/5752309,https://faber.figsh.com/articles/poster/New_document_with_links/5752309,"{'posted': '2020-10-16T23:15:20', 'firstOnline': '2017-05-15T08:19:15', 'id': 5752309}",,,0,2020-10-16T23:15:20,2017-05-15T08:19:15,Faber College,Faber College,,,['Restricted'],,,,,,123456,,,,,,,,,,,
29,[],https://faber.figsh.com/articles/online_resource/Hunt_for_the_Wilderpeople/5738375,A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.,,1,public,0,2017-03-24T16:01:21Z,2022-04-13T02:42:30Z,True,False,True,,File not available,"{'value': 3, 'name': 'MIT', 'url': 'https://opensource.org/licenses/MIT'}",['http://www.imdb.com/title/tt4698684/?ref_=tt_rec_tt'],False,"Waititi, Taika (2017): Hunt for the Wilderpeople. Faber College. Online resource. https://doi.org/10.5072/FK2.stagefigshare.5738375.v1",False,,article,,,[],5738375,Hunt for the Wilderpeople,10.5072/FK2.stagefigshare.5738375.v1,,https://api.figsh.com/v2/articles/5738375,2017-03-24T16:01:21Z,,11,online resource,9991,https://api.figsh.com/v2/account/articles/5738375,https://api.figsh.com/v2/articles/5738375,https://figsh.com/account/articles/5738375,https://faber.figsh.com/articles/online_resource/Hunt_for_the_Wilderpeople/5738375,"{'posted': '2017-03-24T16:01:21', 'firstOnline': '2017-03-24T16:01:21', 'id': 5738375}",,,0,2017-03-24T16:01:21,2017-03-24T16:01:21,Faber College,Faber College,,,,,,,,,,,,,,,,,,,,
